;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);65665;21477;33948;9347;142;193;25;533;1790;64087;1230;348
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;950;227;548;117;3;16;;39;;941;;9
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;174;69;93;4;;3;;5;;173;;1
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;39;15;24;;;;;;;39;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;52732;20226;28905;2988;135;116;3;359;54;52662;68;2
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;1604;590;848;139;4;13;;10;1;1593;10;1
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;355;169;164;22;;;;;;355;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;2922;1;1257;1597;;51;16;;222;2681;225;16
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;2626;;459;2167;;;;;47;2518;81;27
10;в связи с переходом на семейное образование и самообразование;2594;680;1441;464;;4;;5;1;2537;8;49
11;по болезни;20;10;3;3;;;;4;;20;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;200;;50;141;;5;;4;154;127;1;72
13;выбыло по другим причинам;3621;333;1285;1870;4;1;6;122;1312;2601;847;173
