;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);779561;12514;;83399;131;1375;16
2;Образовательные программы начального общего образования;317238;4627;19;34371;54;182;3
3;из них адаптированные;10460;100;5;616;;36;3
4;в том числе:           для глухих;85;;;;;;
5;для слабослышащих и позднооглохших;232;3;;15;;;
6;для слепых;58;;;1;;;
7;для слабовидящих;197;;;8;;;
8;с тяжелыми нарушениями речи;2035;13;;84;;3;
9;с нарушениями опорно-двигательного аппарата;714;13;2;40;;14;
10;с задержкой психического развития;6480;69;3;437;;12;2
11;с расстройствами аутистического спектра;659;2;;31;;7;1
12;Образовательные программы основного общего образования;394032;6251;57;43421;77;974;10
13;из них адаптированные;16154;162;17;911;;134;6
14;в том числе:           для глухих;80;;;;;;
15;для слабослышащих и позднооглохших;330;4;;15;;6;2
16;для слепых;51;;;;;1;
17;для слабовидящих;273;1;1;17;;2;
18;с тяжелыми нарушениями речи;665;1;;22;;3;
19;с нарушениями опорно-двигательного аппарата;644;14;5;49;;59;3
20;с задержкой психического развития;13831;141;10;795;;49;
21;с расстройствами аутистического спектра;280;1;1;13;;14;1
22;Образовательные программы среднего общего образования;55952;1594;93;5281;;175;2
23;из них адаптированные;126;;;2;;10;1
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;6;;;;;;
26;для слепых;7;;;;;;
27;для слабовидящих;26;;;;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;53;;;2;;9;1
30;с задержкой психического развития;20;;;;;;
31;с расстройствами аутистического спектра;14;;;;;1;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);12339;42;7;326;;44;1
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);367;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;36;;;;;;
35;основного общего образования (из строки 12);736;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;56;;;;;;
37;среднего общего образования (из строки 22);120;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;1;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);804;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;329;;;;;;
