;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателей;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 11);674;72;;;53;58;65;81;82;103;75;85;;;
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05) (сумма строк 06–10);674;72;;;53;58;65;81;82;103;75;85;;;
3;в том числе (из строки 02) обучались:       очно;562;68;;;44;51;54;69;69;76;60;71;;;
4;очно-заочно;112;4;;;9;7;11;12;13;27;15;14;;;
5;заочно;;;;;;;;;;;;;;;
6;в том числе (из строки 02)  по программам с нормативным    сроком освоения:       9 лет;674;72;;;53;58;65;81;82;103;75;85;;;
7;10 лет;;;;;;;;;;;;;;;
8;11 лет;;;;;;;;;;;;;;;
9;12 лет;;;;;;;;;;;;;;;
10;13 лет;;;;;;;;;;;;;;;
11;Численность экстернов, окончивших данный класс (сумма строк 12–16);;;;;;;;;;;;;;;
12;в том числе по программам с нормативным сроком освоения:       9 лет;;;;;;;;;;;;;;;
13;10 лет;;;;;;;;;;;;;;;
14;11 лет;;;;;;;;;;;;;;;
15;12 лет;;;;;;;;;;;;;;;
16;13 лет;;;;;;;;;;;;;;;
17;Из строки 11 – обучались:       в форме семейного образования;;;;;;;;;;;;;;;
18;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;;
