;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);13088;562;381;1302;892;1606;1157;1889;1360;1805;1273;1753;1333;1646;1232;1209;901;857;659;459;375
2;в том числе:       руководящие работники – всего;866;9;7;69;53;112;88;137;109;123;93;157;141;124;111;80;71;43;34;12;9
3;из них:             директор;171;;;3;2;8;4;24;17;28;17;38;36;35;32;21;17;13;8;1;1
4;заместители директора;570;9;7;56;43;91;74;97;79;74;57;98;86;69;59;48;45;22;19;6;4
5;руководитель филиала;22;;;1;;3;3;2;1;4;4;4;3;3;3;2;2;2;;1;1
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);7087;382;293;884;671;1012;830;1008;862;771;664;798;732;735;669;629;565;542;489;326;305
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);5292;283;214;652;491;736;605;730;613;548;467;608;557;554;499;488;440;434;389;259;242
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;1387;44;42;96;92;164;158;159;157;146;144;224;223;206;203;133;132;132;132;83;83
9;русского языка и литературы;593;21;21;68;68;57;57;83;81;63;62;70;70;76;75;64;64;57;56;34;34
10;языка народов России и литературы;263;3;3;10;10;5;5;28;27;35;34;56;55;49;46;38;37;27;27;12;12
11;истории, экономики, права, обществознания;321;26;21;60;47;57;51;60;57;36;35;26;23;25;24;17;14;11;10;3;1
12;информатики;131;11;6;30;18;43;35;24;20;9;8;8;6;1;;3;2;1;1;1;1
13;физики;146;15;10;26;20;19;13;13;10;9;7;7;6;9;9;17;12;17;10;14;11
14;математики;472;46;39;53;45;76;71;47;45;21;19;18;18;29;28;64;64;67;64;51;50
15;химии;123;5;4;12;11;23;23;15;15;16;16;10;10;8;8;14;14;11;11;9;9
16;географии;150;4;1;14;9;15;14;26;22;17;17;16;14;16;14;16;15;18;18;8;8
17;биологии;164;15;12;19;18;28;24;23;21;14;14;15;15;10;10;21;21;14;14;5;5
18;иностранных языков;451;33;29;102;94;84;80;83;80;63;59;38;37;15;15;20;19;6;6;7;7
19;из них:                         английского языка;443;32;29;101;93;82;78;81;78;63;59;37;36;15;15;20;19;5;5;7;7
20;немецкого языка;3;;;1;1;1;1;;;;;;;;;;;1;1;;
21;французского языка;3;;;;;1;1;1;1;;;1;1;;;;;;;;
22;китайского языка;;;;;;;;;;;;;;;;;;;;;
23;физической культуры;403;29;9;80;14;71;19;82;24;58;20;33;13;19;8;16;9;13;3;2;
24;труда (технологии);224;4;;20;11;27;13;29;17;21;13;29;24;41;22;18;8;25;15;10;6
25;музыки и пения;112;12;10;9;7;15;13;13;9;11;6;17;14;14;12;13;10;4;4;4;4
26;изобразительного искусства, черчения;77;4;3;12;8;9;9;4;3;1;;15;11;14;12;6;5;9;4;3;1
27;основ безопасности и защиты Родины;99;4;1;21;6;19;3;17;6;12;2;6;;7;1;7;1;5;1;1;
28;основ духовно-нравственной культуры народов России;12;;;4;4;;;3;3;1;1;1;1;1;;1;;1;1;;
29;прочих предметов;164;7;3;16;9;24;17;21;16;15;10;19;17;14;12;20;13;16;12;12;10
30;учителя-логопеды;108;4;4;22;21;9;9;13;13;7;7;17;17;16;16;10;10;8;8;2;2
31;учителя-дефектологи;22;2;2;2;2;3;3;3;3;2;2;5;4;2;2;;;1;1;2;2
32;из них:                      олигофренопедагог;8;;;;;2;2;1;1;;;2;1;1;1;;;1;1;1;1
33;тифлопедагог;1;;;;;;;;;1;1;;;;;;;;;;
34;сурдопедагог;2;;;;;;;;;;;;;1;1;;;;;1;1
35;социальные педагоги;269;10;9;19;13;48;40;46;44;22;19;25;25;30;28;36;31;22;21;11;11
36;педагоги дополнительного образования;221;13;9;32;21;38;19;29;19;31;25;18;10;16;13;18;14;14;8;12;10
37;педагоги-психологи;222;15;13;38;36;38;38;46;45;26;25;19;19;16;15;10;10;10;10;4;4
38;воспитатели;477;29;25;47;38;50;43;69;63;69;65;58;56;51;49;44;41;40;40;20;20
39;мастера производственного обучения;12;1;;2;1;2;1;2;;1;;1;1;2;1;;;;;1;
40;тьюторы;21;1;1;2;1;4;4;3;3;2;2;2;2;2;2;2;2;1;1;2;2
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;81;3;2;23;19;20;15;18;17;10;8;5;5;1;1;1;1;;;;
42;другие;362;21;14;45;28;64;53;49;42;53;44;40;36;45;43;20;16;12;11;13;12
43;учебно-вспомогательный персонал;760;48;33;104;74;118;89;105;87;103;84;99;82;89;68;35;28;35;27;24;15
44;иной персонал;4375;123;48;245;94;364;150;639;302;808;432;699;378;698;384;465;237;237;109;97;46
45;из них:             ассистент (помощник);;;;;;;;;;;;;;;;;;;;;
46;сурдопереводчик;;;;;;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;188;5;4;15;14;28;27;32;31;36;36;21;18;19;18;22;22;8;8;2;2
49;из них воспитатели;169;5;4;14;13;27;26;25;24;33;33;18;16;18;17;20;20;7;7;2;2
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;40;2;;3;3;3;3;3;3;4;3;2;1;8;8;8;8;4;4;3;3
51;из них учителя;40;2;;3;3;3;3;3;3;4;3;2;1;8;8;8;8;4;4;3;3
;;;;;;;;;;;;;;;;;;;;;;
;;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;образования юридического лица);образования юридического лица);образования юридического лица);;;;;;;;;;;;;;;;;;
;;;;;(должность);(должность);(должность);;(Ф.И.О);(Ф.И.О);(Ф.И.О);(подпись);;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;(номер контактного телефона);(номер контактного телефона);;(e-mail);(e-mail);;(дата составления документа);(дата составления документа);;;;;;;;;;
