;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;1676;76;110;131;175;185;192;220;220;252;77;37;1;;;;;;;
2;В них обучающихся (всего), чел.;27343;1316;1920;2023;2704;2949;3211;3539;3314;4256;1424;669;18;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;24;1;1;2;1;3;2;3;2;8;1;;;;;9;;20;3;1
4;слабослышащие;26;1;4;;4;1;3;3;4;5;;1;;;1;17;1;21;4;1
5;позднооглохшие;1;;;;;;;;;;;1;;;;1;;1;;
6;слепые;2;;;;1;;;1;;;;;;;;2;;;2;
7;слабовидящие;33;2;5;3;3;5;2;2;1;8;1;1;;;1;25;;24;8;1
8;с тяжелыми нарушениями речи;48;4;7;4;7;6;2;8;3;5;2;;;;1;28;;34;10;4
9;с нарушением опорно-двигательного аппарата;273;27;28;31;27;29;31;27;31;16;17;9;;;5;236;;143;91;39
10;с задержкой психического развития;2704;36;94;126;209;316;315;380;409;674;113;31;1;;4;264;32;2622;66;16
11;с умственной отсталостью (интеллектуальными          нарушениями);95;2;5;11;12;8;12;11;15;17;2;;;;2;61;;71;19;5
12;с расстройствами аутистического спектра;35;8;7;3;4;4;2;4;2;;1;;;;2;30;;18;9;8
13;со сложными дефектами;14;;;;3;1;4;2;2;;1;1;;;3;9;;9;3;2
14;с иными ограниченными возможностями          здоровья;372;19;17;19;34;29;44;55;49;61;26;19;;;19;202;1;330;30;12
