;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);7193;1765;2612;2658;20;72;8;58;10;7144;35;14
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;92;23;40;7;3;13;6;;;82;;10
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;11;;11;;;;;;;11;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;9;9;;;;;;;;9;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;4887;1725;2377;674;17;38;2;54;5;4867;20;
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;176;52;87;37;;;;;;174;2;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;5;2;2;1;;;;;1;5;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;1490;5;156;1309;;20;;;;1488;2;
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;643;;35;608;;;;;5;643;;
10;в связи с переходом на семейное образование и самообразование;;;;;;;;;;;;
11;по болезни;12;;;9;;;;3;;8;4;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;5;;;5;;;;;;5;;
13;выбыло по другим причинам;64;12;4;46;;1;;1;;51;9;4
