;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
1;2;3;4;5;6;7;8
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования
1;Численность обучающихся, которым в соответствии с образовательной программой должны преподаваться иностранные языки (сумма стр. 02, 13);5001118;7036938;1311809;38817;72111;2157
2;В том числе обучающиеся, которым:       преподается иностранный язык (не менее одного);4959783;7023633;1309442;38102;71880;2148
3;из них изучают язык:             английский;4699343;6575625;1229308;33706;59256;2050
4;французский;40200;224134;32373;389;1774;1
5;немецкий;223541;723405;92249;4007;11644;97
6;итальянский;310;3003;347;;;
7;испанский;3654;20304;2215;;77;
8;китайский;3595;16034;1616;;;
9;арабский;337;1032;169;;;
10;португальский;;;;;;
11;турецкий;65;906;465;;;
12;другие;3111;12434;2816;;;
13;не преподается иностранный язык;41335;13305;2367;715;231;9
14;из строки 13 – из-за отсутствия учителя иностранного языка;10314;11589;2196;44;;
15;Из строки 02 – изучают:             2 иностранных языка;15629;624746;55283;;1006;
16;3 и более иностранных языка;;2450;1213;;;
