;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат об основном общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат о среднем общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших свидетельство об обучении
1;Всего;2120;3354;110
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;
3;6 лет;;;
4;7 лет;;;
5;8 лет;;;2
6;9 лет;;;3
7;10 лет;;;
8;11 лет;;;4
9;12 лет;;;
10;13 лет;4;;1
11;14 лет;70;2;6
12;15 лет;401;18;10
13;16 лет;797;196;20
14;17 лет;537;1000;25
15;18 лет;177;981;14
16;19 лет;56;433;8
17;20 лет;15;250;10
18;21 год;15;118;3
19;22 года;7;74;2
20;23 года;3;78;
21;24 года;2;26;
22;25 лет;2;20;
23;26 лет;4;19;
24;27 лет;4;23;
25;28 лет;2;12;
26;29 лет;4;16;
27;30–34 года;16;45;
28;35–39 лет;4;20;
29;40 лет и старше;1;23;2
