;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
1;2;3;4;5;6;7;8
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования
1;Численность обучающихся, которым в соответствии с образовательной программой должны преподаваться иностранные языки (сумма стр. 02, 13);1310;11856;27109;;4;2
2;В том числе обучающиеся, которым:       преподается иностранный язык (не менее одного);1310;11801;26887;;3;2
3;из них изучают язык:             английский;1116;10685;23834;;3;2
4;французский;;116;262;;;
5;немецкий;194;1007;2791;;;
6;итальянский;;;;;;
7;испанский;;;;;;
8;китайский;;;;;;
9;арабский;;;;;;
10;португальский;;;;;;
11;турецкий;;;;;;
12;другие;;;;;;
13;не преподается иностранный язык;;55;222;;1;
14;из строки 13 – из-за отсутствия учителя иностранного языка;;33;152;;;
15;Из строки 02 – изучают:             2 иностранных языка;;7;;;;
16;3 и более иностранных языка;;;;;;
