;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат об основном общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат о среднем общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших свидетельство об обучении
1;Всего;792;832;146
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;
3;6 лет;;;
4;7 лет;;;
5;8 лет;;;
6;9 лет;;;2
7;10 лет;;;2
8;11 лет;1;;
9;12 лет;;;
10;13 лет;3;;2
11;14 лет;30;;
12;15 лет;150;5;11
13;16 лет;325;58;41
14;17 лет;198;352;49
15;18 лет;62;243;29
16;19 лет;15;95;7
17;20 лет;2;36;
18;21 год;2;9;
19;22 года;1;10;1
20;23 года;;7;1
21;24 года;1;1;1
22;25 лет;;2;
23;26 лет;;2;
24;27 лет;;3;
25;28 лет;;;
26;29 лет;;;
27;30–34 года;2;3;
28;35–39 лет;;3;
29;40 лет и старше;;3;
