;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателей;Численность обучающихся по программам: начального общего образования – всего;Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся 1-го класса или 1-го класса первого года обучения по пролонгиро-ванным программам;Численность обучающихся по программам: основного общего образования – всего;Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся 5-го класса или 5-го класса первого года обучения по пролонгиро-ванным программам;Численность обучающихся по программам: среднего общего образования – всего;Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся 10-го класса или 10-го класса первого года обучения по пролонгиро-ванным программам;Численность обучающихся по программам: образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся первого года обучения
1;Всего;6;3;;82;26;12;200;91;65;132;54;12
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;
3;6 лет;;;;;;;;;;;;
4;7 лет;;;;;;;;;;2;1;2
5;8 лет;;;;;;;;;;13;2;4
6;9 лет;2;1;;;;;;;;14;6;3
7;10 лет;2;1;;;;;;;;19;3;1
8;11 лет;1;1;;6;1;5;;;;8;3;1
9;12 лет;;;;10;5;6;;;;17;8;
10;13 лет;1;;;8;3;1;;;;19;8;
11;14 лет;;;;9;2;;;;;15;8;1
12;15 лет;;;;14;4;;;;;4;1;
13;16 лет;;;;13;6;;4;2;2;7;5;
14;17 лет;;;;7;;;6;2;2;3;2;
15;18 лет;;;;6;2;;22;10;6;;;
16;19 лет;;;;5;1;;35;17;16;;;
17;20 лет;;;;;;;33;12;5;;;
18;21 год;;;;1;;;17;8;3;;;
19;22 года;;;;;;;8;3;2;;;
20;23 года;;;;;;;5;3;1;;;
21;24 года;;;;;;;2;1;1;1;1;
22;25 лет;;;;;;;2;;;;;
23;26 лет;;;;1;1;;5;4;2;;;
24;27 лет;;;;1;1;;2;1;;;;
25;28 лет;;;;;;;1;;;1;1;
26;29 лет;;;;;;;1;1;;1;1;
27;30–34 года;;;;1;;;16;9;6;3;2;
28;35–39 лет;;;;;;;13;3;3;1;;
29;40 лет и старше;;;;;;;28;15;16;4;2;
