;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
1;2;3;4;5;6;7;8
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования
1;Численность обучающихся, которым в соответствии с образовательной программой должны преподаваться иностранные языки (сумма стр. 02, 13);621;23128;56534;5;70;66
2;В том числе обучающиеся, которым:       преподается иностранный язык (не менее одного);566;22889;55795;5;70;66
3;из них изучают язык:             английский;532;20405;50583;5;69;66
4;французский;;110;148;;;
5;немецкий;34;2461;5064;;1;
6;итальянский;;;;;;
7;испанский;;;;;;
8;китайский;;;;;;
9;арабский;;;;;;
10;португальский;;;;;;
11;турецкий;;;;;;
12;другие;;;;;;
13;не преподается иностранный язык;55;239;739;;;
14;из строки 13 – из-за отсутствия учителя иностранного языка;55;221;698;;;
15;Из строки 02 – изучают:             2 иностранных языка;;87;;;;
16;3 и более иностранных языка;;;;;;
