;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) из них (из гр. 4): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) из них (из гр. 4): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) инвалиды  (кроме учтенных в гр. 5);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) дети-инвали- ды (кроме учтенных в гр. 6);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) из них (из гр. 10): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) из них (из гр. 10): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) инвалиды  (кроме учтенных в гр. 11);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) дети-инвали- ды (кроме учтенных в  гр. 12)
1;Численность обучающихся – всего;15105372;274620;2525;72368;1657;86352;355795;346506;4677;121730;202;2190
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;272845;4793;25;1179;28;1231;3888;3769;46;950;;
3;с применением электронного обучения;2066976;30770;73;4870;263;16005;30467;29958;330;12271;;3
4;с применением дистанционных образовательных технологий;376474;10673;68;5153;106;4448;7527;7265;190;4714;1;171
5;по индивидуальным учебным планам;105227;45763;385;17634;99;6505;22973;22092;609;17076;5;463
6;индивидуально на дому;81770;48572;823;31304;285;15289;32305;31191;708;26551;42;660
7;в медицинской организации;2967;335;2;43;2;69;727;633;5;420;;6
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из стр. 04);5988;2753;25;2339;62;2642;2114;2033;82;1824;;72
9;по индивидуальным учебным планам (из стр. 05);28526;17890;191;11262;79;4897;12709;12437;398;10435;1;133
