;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат об основном общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат о среднем общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших свидетельство об обучении
1;Всего;41;132;6
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;
3;6 лет;;;
4;7 лет;;;
5;8 лет;;;
6;9 лет;;;
7;10 лет;;;
8;11 лет;;;
9;12 лет;;;
10;13 лет;;;
11;14 лет;5;1;
12;15 лет;11;2;
13;16 лет;10;4;
14;17 лет;9;10;
15;18 лет;3;19;1
16;19 лет;;36;
17;20 лет;;17;4
18;21 год;3;7;
19;22 года;;6;
20;23 года;;5;1
21;24 года;;2;
22;25 лет;;3;
23;26 лет;;1;
24;27 лет;;4;
25;28 лет;;2;
26;29 лет;;4;
27;30–34 года;;5;
28;35–39 лет;;1;
29;40 лет и старше;;3;
