;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;2416;247;257;267;272;253;253;250;252;247;59;45;7;7
2;В них обучающихся, чел.;51780;5181;5576;5870;6116;5425;5700;5463;5464;5233;1036;637;38;41
3;Число классов с углубленным изучением отдельных предметов, ед.;150;;;;;2;3;2;3;2;74;64;;
4;В них обучающихся, чел.;2241;;;;;47;81;55;75;52;1150;781;;
5;Число гимназических классов, ед.;117;10;12;11;11;12;13;13;11;12;6;6;;
6;В них обучающихся, чел.;3592;325;383;352;358;382;386;386;345;343;197;135;;
7;Число лицейских классов, ед.;100;7;7;7;9;11;11;11;10;13;7;7;;
8;В них обучающихся, чел.;3044;207;225;221;283;345;344;355;346;374;183;161;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;2783;264;276;285;292;278;280;276;276;274;146;122;7;7
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";60657;5713;6184;6443;6757;6199;6511;6259;6230;6002;2566;1714;38;41
11;в том числе обучаются:          очно;60403;5713;6184;6442;6757;6195;6511;6238;6192;5973;2499;1699;;
12;очно-заочно;248;;;;;4;;21;38;29;62;15;38;41
13;заочно;6;;;1;;;;;;;5;;;
14;Из строки 10:          воспитанники (без приходящих учащихся);11;1;1;1;1;1;1;1;1;1;1;1;;
15;девочки;29226;2751;2937;3117;3171;2985;3182;3030;2983;2894;1267;881;13;15
16;оставленные на повторное обучение;357;49;25;22;61;27;26;51;34;57;4;1;;
17;лица с ограниченными возможностями здоровья;1506;172;167;184;232;123;160;170;154;141;3;;;
18;из них:                инвалиды;6;;;;;;3;3;;;;;;
19;дети-инвалиды;348;53;33;43;36;34;44;39;38;25;3;;;
20;инвалиды (кроме учтенных в строке 18);;;;;;;;;;;;;;
21;дети-инвалиды (кроме учтенных в строке 19);418;36;30;39;44;58;39;45;38;44;28;17;;
22;дети-сироты и дети, оставшиеся без попечения родителей;480;14;29;29;48;45;59;74;72;77;27;5;1;
23;из них воспитанники (без приходящих учащихся);;;;;;;;;;;;;;
24;обучающиеся иностранные граждане;424;52;39;50;43;43;51;42;35;35;21;10;2;1
25;из них девочки;174;27;18;20;17;14;23;19;11;11;8;4;1;1
26;обучающиеся лица без гражданства;9;;4;1;1;;;;1;;1;;;1
