;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателя;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Число классов с нормативным сроком освоения программ 9 лет, ед.;32;4;;;2;3;2;5;3;5;5;3;;;
2;В них обучающихся, чел.;273;24;;;16;30;16;43;25;45;40;34;;;
3;Число классов с нормативным сроком освоения программ 10 лет, ед.;6;;;;2;;2;;;2;;;;;
4;В них обучающихся, чел.;23;;;;8;;8;;;7;;;;;
5;Число классов с нормативным сроком освоения программ 11 лет, ед.;;;;;;;;;;;;;;;
6;В них обучающихся, чел.;;;;;;;;;;;;;;;
7;Число классов с нормативным сроком освоения программ 12 лет, ед.;9;1;;;1;1;1;1;1;1;1;1;;;
8;В них обучающихся, чел.;74;5;;;4;6;7;8;14;9;11;10;;;
9;Число классов с нормативным сроком освоения программ 13 лет, ед.;6;;1;;1;;1;1;1;1;;;;;
10;В них обучающихся, чел.;19;;4;;1;;2;1;1;10;;;;;
11;Итого классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед. (сумма строк 01, 03, 05, 07, 09);53;5;1;;6;4;6;7;5;9;6;4;;;
12;"В них обучающихся, чел. (сумма строк 02, 04, 06, 08, 10;    сумма строк 13-15)";389;29;4;;29;36;33;52;40;71;51;44;;;
13;в том числе обучаются:          очно;389;29;4;;29;36;33;52;40;71;51;44;;;
14;очно-заочно;;;;;;;;;;;;;;;
15;заочно;;;;;;;;;;;;;;;
16;из них (из строки 12):       воспитанники (без приходящих учащихся);185;9;;;19;17;18;20;25;23;29;25;;;
17;девочки;138;10;3;;7;12;11;26;15;24;15;15;;;
18;лица с ограниченными возможностями здоровья;389;29;4;;29;36;33;52;40;71;51;44;;;
19;из них (из строки 18):             инвалиды;14;;;;;;1;2;1;10;;;;;
20;дети-инвалиды;279;17;4;;25;25;26;38;31;41;34;38;;;
21;инвалиды (кроме учтенных в строке 19);;;;;;;;;;;;;;;
22;дети-инвалиды (кроме учтенных в строке 20);;;;;;;;;;;;;;;
23;дети-сироты и дети, оставшиеся без попечения родителей;25;;4;;2;;2;2;1;11;2;1;;;
24;из них воспитанники (без приходящих учащихся);;;;;;;;;;;;;;;
25;обучающиеся иностранные граждане;;;;;;;;;;;;;;;
26;из них девочки;;;;;;;;;;;;;;;
27;обучающиеся лица без гражданства;;;;;;;;;;;;;;;
