;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);6554;370;313;315;259;385;326;659;572;658;579;841;747;966;830;867;727;822;647;671;501
2;в том числе:       руководящие работники – всего;438;4;4;6;2;16;7;49;34;62;48;73;67;96;82;59;45;46;37;27;18
3;из них:             директор;132;;;2;;5;1;10;7;19;12;25;21;29;25;20;15;14;13;8;6
4;заместители директора;298;3;3;3;1;11;6;39;27;43;36;46;44;66;56;38;29;31;23;18;11
5;руководитель филиала;;;;;;;;;;;;;;;;;;;;;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);4262;334;281;277;232;284;252;439;402;437;401;562;520;583;544;509;466;446;405;391;341
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);3665;268;224;228;186;223;194;350;315;344;311;487;445;528;491;460;418;413;373;364;318
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;1083;97;97;69;68;52;52;90;90;84;84;152;152;217;217;163;163;105;105;54;54
9;русского языка и литературы;451;25;25;25;24;17;16;37;36;50;49;59;59;66;66;51;51;52;51;69;67
10;языка народов России и литературы;159;3;3;3;2;5;5;8;8;11;11;36;36;28;28;28;28;16;15;21;21
