;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;1678;164;193;228;245;157;182;177;177;154;;1;;;;;;;;
2;В них обучающихся (всего), чел.;38754;3690;4546;5285;5743;3525;4291;3795;4149;3718;;12;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;;;;;;;;;;;;;;;;;;;;
4;слабослышащие;8;1;1;2;2;;;1;;1;;;;;;6;;8;;
5;позднооглохшие;5;;1;2;1;;;1;;;;;;;;2;;5;;
6;слепые;1;;;1;;;;;;;;;;;;1;1;1;;
7;слабовидящие;35;2;7;5;4;2;2;5;2;6;;;;;;21;1;35;;
8;с тяжелыми нарушениями речи;112;15;21;17;25;7;10;9;5;3;;;;;;12;;112;;
9;с нарушением опорно-двигательного аппарата;166;23;30;32;25;13;16;5;12;9;;1;;;2;141;30;165;1;
10;с задержкой психического развития;1652;152;191;240;271;128;151;169;192;158;;;;;;132;1;1650;2;
11;с умственной отсталостью (интеллектуальными          нарушениями);730;51;64;86;94;81;114;83;89;68;;;;;;194;;729;1;
12;с расстройствами аутистического спектра;54;10;6;5;4;3;11;5;6;4;;;;;;39;7;53;1;
13;со сложными дефектами;;;;;;;;;;;;;;;;;;;;
14;с иными ограниченными возможностями          здоровья;;;;;;;;;;;;;;;;;;;;
