;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);121469;12588;13223;13548;12855;13294;12487;12167;12189;11623;3904;3510;42;39
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);121219;12573;13200;13534;12845;13286;12477;12152;12175;11501;3900;3495;42;39
3;в том числе обучались:       очно;121029;12573;13200;13534;12845;13286;12477;12152;12166;11501;3798;3495;1;1
4;очно-заочно;190;;;;;;;;9;;102;;41;38
5;заочно;;;;;;;;;;;;;;
6;Численность экстернов, окончивших данный класс;250;15;23;14;10;8;10;15;14;122;4;15;;
7;из них (из стр.06)  обучались:       в форме семейного образования;232;15;23;14;10;8;10;15;14;116;2;5;;
8;в форме самообразования;12;;;;;;;;;;2;10;;
9;по программам, не имеющим государственной аккредитации;6;;;;;;;;;6;;;;
