;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);122671;1704;;2079;;81879;67
2;Образовательные программы начального общего образования;50317;311;5;1011;;36187;7
3;из них адаптированные;1553;;;21;;760;1
4;в том числе:           для глухих;7;;;;;;
5;для слабослышащих и позднооглохших;32;;;;;5;
6;для слепых;4;;;;;1;
7;для слабовидящих;47;;;1;;12;
8;с тяжелыми нарушениями речи;158;;;2;;49;
9;с нарушениями опорно-двигательного аппарата;127;;;;;62;1
10;с задержкой психического развития;1117;;;18;;615;
11;с расстройствами аутистического спектра;61;;;;;16;
12;Образовательные программы основного общего образования;62379;706;23;927;;40583;50
13;из них адаптированные;1160;1;;6;;458;7
14;в том числе:           для глухих;4;;;;;;
15;для слабослышащих и позднооглохших;43;;;;;1;
16;для слепых;8;;;;;2;2
17;для слабовидящих;48;;;;;10;
18;с тяжелыми нарушениями речи;61;;;;;18;
19;с нарушениями опорно-двигательного аппарата;67;;;;;31;4
20;с задержкой психического развития;899;1;;6;;385;1
21;с расстройствами аутистического спектра;30;;;;;11;
22;Образовательные программы среднего общего образования;7787;494;27;128;;4849;10
23;из них адаптированные;1;;;;;;
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;;;;;;;
26;для слепых;;;;;;;
27;для слабовидящих;;;;;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;1;;;;;;
30;с задержкой психического развития;;;;;;;
31;с расстройствами аутистического спектра;;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);2188;193;1;13;;260;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);11;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;9;;;;;;
35;основного общего образования (из строки 12);15;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;12;;;;;;
37;среднего общего образования (из строки 22);;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
