;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;"Всего  (сумма граф 4–9; сумма граф 11-13)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования;Из граф 3 изучают 2-й, 3-й и более иностранные языки;Из графы 3 обучаются очно;Из графы 3 обучаются очно-заочно;Из графы 3 обучаются заочно
1;Численность обучающихся, которым в соответствии с образовательной про-граммой должны преподаваться иностранные языки (сумма строк 02, 16);109261;38971;62153;7787;170;180;;;108933;328;
2;В том числе обучающиеся, которым:       преподается иностранный язык;109261;38971;62153;7787;170;180;;;108933;328;
3;из них преподается язык:             английский;108515;38815;61727;7623;170;180;;242;108317;198;
4;французский;1722;20;1647;55;;;;1599;1722;;
5;немецкий;3191;136;2767;288;;;;2374;3061;130;
6;итальянский;15;;15;;;;;15;15;;
7;испанский;;;;;;;;;;;
8;китайский;275;;256;19;;;;275;275;;
9;арабский;;;;;;;;;;;
10;португальский;;;;;;;;;;;
11;турецкий;78;;69;9;;;;78;78;;
12;корейский;;;;;;;;;;;
13;японский;;;;;;;;;;;
14;иврит;;;;;;;;;;;
15;другие;33;;24;9;;;;33;33;;
16;не преподается иностранный язык;;;;;;;;;;;
17;из строки 16 – из-за отсутствия учителя иностранного языка;;;;;;;;;;;
18;Из строки 02 – изучают:             2 иностранных языка;4616;;4401;215;;;;;4616;;
19;3 и более иностранных языка;;;;;;;;;;;
