;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);6815;2183;3419;1071;12;26;;104;366;6781;30;4
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;268;18;174;74;1;1;;;;268;;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;16;;14;;1;1;;;;16;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;7;7;;;;;;;;7;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;5284;2137;2681;392;10;13;;51;191;5284;;
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;159;67;57;11;;3;;21;;159;;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;2;1;1;;;;;;;2;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;466;;221;234;;11;;;5;464;;2
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;381;;230;151;;;;;151;381;;
10;в связи с переходом на семейное образование и самообразование;78;14;54;8;;1;;1;;76;;2
11;по болезни;1;;;;;;;1;;1;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;17;;10;7;;;;;6;16;1;
13;выбыло по другим причинам;320;14;49;205;1;;;51;13;291;29;
