;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателя;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Число классов с нормативным сроком освоения программ 9 лет, ед.;170;15;;;14;17;19;20;18;26;23;18;;;
2;В них обучающихся, чел.;1155;87;;;80;103;121;128;129;189;168;150;;;
3;Число классов с нормативным сроком освоения программ 10 лет, ед.;11;;1;;;1;2;1;1;1;1;1;2;;
4;В них обучающихся, чел.;53;;3;;;1;7;6;5;4;5;5;17;;
5;Число классов с нормативным сроком освоения программ 11 лет, ед.;;;;;;;;;;;;;;;
6;В них обучающихся, чел.;;;;;;;;;;;;;;;
7;Число классов с нормативным сроком освоения программ 12 лет, ед.;12;;;;1;1;;2;1;2;2;3;;;
8;В них обучающихся, чел.;68;;;;7;6;;13;5;12;9;16;;;
9;Число классов с нормативным сроком освоения программ 13 лет, ед.;;;;;;;;;;;;;;;
10;В них обучающихся, чел.;;;;;;;;;;;;;;;
11;Итого классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед. (сумма строк 01, 03, 05, 07, 09);193;15;1;;15;19;21;23;20;29;26;22;2;;
12;"В них обучающихся, чел. (сумма строк 02, 04, 06, 08, 10;    сумма строк 13-15)";1276;87;3;;87;110;128;147;139;205;182;171;17;;
13;в том числе обучаются:          очно;1276;87;3;;87;110;128;147;139;205;182;171;17;;
14;очно-заочно;;;;;;;;;;;;;;;
15;заочно;;;;;;;;;;;;;;;
16;из них (из строки 12):       воспитанники (без приходящих учащихся);186;2;;;12;11;23;18;29;36;29;25;1;;
17;девочки;422;18;;;34;33;45;59;49;62;56;63;3;;
18;лица с ограниченными возможностями здоровья;1046;72;;;75;94;98;132;112;166;152;145;;;
19;из них (из строки 18):             инвалиды;57;43;;;7;;6;;;1;;;;;
20;дети-инвалиды;501;19;;;45;38;43;68;56;83;68;81;;;
21;инвалиды (кроме учтенных в строке 19);;;;;;;;;;;;;;;
22;дети-инвалиды (кроме учтенных в строке 20);43;2;3;;;;2;4;4;8;5;13;2;;
23;дети-сироты и дети, оставшиеся без попечения родителей;88;1;;;3;6;8;9;11;9;16;24;1;;
24;из них воспитанники (без приходящих учащихся);15;;;;;;2;3;3;;2;5;;;
25;обучающиеся иностранные граждане;2;;;;1;;;;;;;1;;;
26;из них девочки;1;;;;;;;;;;;1;;;
27;обучающиеся лица без гражданства;;;;;;;;;;;;;;;
