;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);27667;797;4;104;9;159;27460;170;37;161;160;15;33;;;27828;220;9;;3;2;2
2;в том числе:       получили аттестат об основном общем образовании;23708;698;4;90;9;152;23613;81;14;155;154;15;32;;;23863;110;6;;2;1;2
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;9817;47;;29;4;45;9787;29;1;14;14;5;4;;;9831;5;1;;1;;
4;получили на ГИА неудовлетворительные результаты;3855;64;;4;;7;3747;87;21;5;5;;;;;3860;99;2;;;;
5;не участвовали в ГИА;104;35;;10;;;100;2;2;1;1;;1;;;105;11;1;;1;1;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;1296;6;;6;;10;1293;3;;2;2;;1;;;1298;2;;;;;
7;в IV квартале прошлого года;1135;11;;2;;6;1135;;;16;16;;;;;1151;6;;;;;
8;после 1 сентября текущего года;345;7;;;;1;344;;1;1;1;;;;;346;7;;;;;1
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);9255;33;3;30;6;53;9072;175;8;9;9;4;;;;9264;21;;;;;
10;в том числе:       получили аттестат о среднем общем образовании;9177;33;3;30;5;51;9014;156;7;9;9;4;;;;9186;20;;;;;
11;получили на ГИА неудовлетворительные результаты;67;;;;1;2;52;14;1;;;;;;;67;;;;;;
12;не участвовали в ГИА;11;;;;;;6;5;;;;;;;;11;1;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;1253;3;;3;1;4;1249;3;1;4;4;;;;;1257;2;;;;;
14;в IV квартале прошлого года;369;;;;1;2;368;;1;;;;;;;369;2;;;;;
15;после 1 сентября текущего года;1;;;;;;;1;;;;;;;;1;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;9160;20;1;19;5;47;9055;102;3;6;6;1;;;;9166;20;;;;;
17;участвовали в ЕГЭ по русскому языку (из строки 16);9150;18;1;17;5;40;9045;102;3;5;5;;;;;9155;18;;;;;
18;из них сдали ЕГЭ;8992;18;1;17;3;37;8893;97;2;5;5;;;;;8997;15;;;;;
19;участвовали в ЕГЭ по математике (из строки 16);9072;18;1;17;5;39;8968;101;3;6;6;1;;;;9078;20;;;;;
20;из них сдали ЕГЭ;8850;18;1;17;3;36;8761;87;2;6;6;1;;;;8856;16;;;;;
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;84;13;2;11;1;6;11;68;5;3;3;3;;;;87;;;;;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;542;282;7;69;1;3;521;18;3;17;17;;7;;;559;17;8;;6;;
23;"Справочно. Код по ОКЕИ: человек – 792  Из численности обучавшихся во всех классах, получивших аттестат о сред-нем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 18):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";719;;;;;;;;;;;;;;;;;;;;;
24;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";538;;;;;;;;;;;;;;;;;;;;;
25;"Из численности обучавшихся экстернов, получивших аттестат о среднем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 19):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";2;;;;;;;;;;;;;;;;;;;;;
26;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
