;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);273514;27652;28521;29549;29356;29393;27701;28042;27572;25037;11429;9262;;
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);272649;27542;28438;29480;29292;29335;27644;28000;27490;24835;11363;9230;;
3;в том числе обучались:       очно;271633;27541;28414;29453;29270;29312;27600;27963;27436;24688;10900;9056;;
4;очно-заочно;880;;14;9;13;22;27;23;36;126;443;167;;
5;заочно;136;1;10;18;9;1;17;14;18;21;20;7;;
6;Численность экстернов, окончивших данный класс;865;110;83;69;64;58;57;42;82;202;66;32;;
7;из них (из стр.06)  обучались:       в форме семейного образования;760;109;80;68;63;58;56;41;80;198;3;4;;
8;в форме самообразования;88;;;;;;;;;;63;25;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
