;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;6987;704;774;826;919;765;755;743;739;741;11;10;;;;;;;;
2;В них обучающихся (всего), чел.;140544;14282;16141;16662;18871;14889;14832;14255;14147;15927;291;247;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;12;;1;;2;3;1;2;2;1;;;;;;6;;12;;
4;слабослышащие;99;7;12;12;11;16;12;6;10;12;;1;;;;71;2;99;;
5;позднооглохшие;2;;1;;1;;;;;;;;;;;2;;2;;
6;слепые;4;;;1;1;1;;;;1;;;;;;4;2;4;;
7;слабовидящие;71;7;15;5;11;4;7;4;8;9;;1;;;1;42;1;71;;
8;с тяжелыми нарушениями речи;955;191;247;183;172;63;65;16;9;9;;;;;;29;;950;5;
9;с нарушением опорно-двигательного аппарата;761;91;86;96;95;79;81;74;64;68;17;10;;;5;689;50;650;110;1
10;с задержкой психического развития;7699;774;897;981;1185;758;729;780;770;823;;2;;;2;345;37;7660;35;4
11;с умственной отсталостью (интеллектуальными          нарушениями);3556;124;238;306;409;503;463;455;538;513;4;3;;;10;1275;;3517;34;5
12;с расстройствами аутистического спектра;362;135;53;38;47;20;25;28;4;9;2;1;;;;318;24;354;8;
13;со сложными дефектами;13;1;;1;1;2;2;3;1;1;1;;;;;10;;13;;
14;с иными ограниченными возможностями          здоровья;27;4;2;4;1;1;4;1;3;5;2;;;;;12;;27;;
