;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);16980;5614;8395;2721;59;33;3;155;486;16533;403;44
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;270;45;146;78;1;;;;;270;;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;13;4;3;5;1;;;;;13;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;44;15;28;1;;;;;;44;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;13349;5298;6992;840;55;28;;136;20;13326;21;2
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;281;120;141;14;4;1;;1;;281;;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;93;63;28;2;;;;;;92;1;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;1068;;372;694;;;2;;39;1044;20;4
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;700;;174;526;;;;;33;676;24;
10;в связи с переходом на семейное образование и самообразование;636;190;320;118;3;4;;1;3;618;10;8
11;по болезни;1;;1;;;;;;;1;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;110;;93;17;;;;;40;100;5;5
13;выбыло по другим причинам;846;81;297;448;;1;1;18;351;498;323;25
