;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);7658;2683;3980;676;74;82;2;161;283;7641;16;1
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;150;47;68;4;13;2;;16;1;150;;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;22;2;6;;5;1;;8;1;22;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;20;11;9;;;;;;;20;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;6671;2598;3476;325;59;74;2;137;105;6666;5;
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;300;104;169;17;2;;;8;;300;;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;56;30;26;;;;;;;56;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;259;;196;63;;;;;5;254;5;
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;157;;80;77;;;;;1;157;;
10;в связи с переходом на семейное образование и самообразование;107;22;67;9;;6;;3;;106;;1
11;по болезни;;;;;;;;;;;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;3;;3;;;;;;1;3;;
13;выбыло по другим причинам;311;16;90;198;2;;;5;170;305;6;
