;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);117027;11710;12153;12346;12214;12566;12262;11813;11670;11771;4496;3962;52;12
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);116916;11704;12137;12334;12211;12566;12259;11811;11666;11735;4494;3935;52;12
3;в том числе обучались:       очно;116593;11704;12137;12334;12211;12564;12259;11768;11607;11608;4455;3902;44;
4;очно-заочно;317;;;;;2;;43;58;123;39;32;8;12
5;заочно;6;;;;;;;;1;4;;1;;
6;Численность экстернов, окончивших данный класс;111;6;16;12;3;;3;2;4;36;2;27;;
7;из них (из стр.06)  обучались:       в форме семейного образования;79;6;16;12;3;;3;2;4;27;2;4;;
8;в форме самообразования;22;;;;;;;;;;;22;;
9;по программам, не имеющим государственной аккредитации;1;;;;;;;;;1;;;;
