;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);116581;1657;;16381;6;20916;4737
2;Образовательные программы начального общего образования;45688;54;;6371;2;7179;1680
3;из них адаптированные;1141;2;;167;;228;42
4;в том числе:           для глухих;8;;;;;;
5;для слабослышащих и позднооглохших;40;;;;;;
6;для слепых;2;;;;;;
7;для слабовидящих;82;;;41;;41;
8;с тяжелыми нарушениями речи;35;;;1;;4;
9;с нарушениями опорно-двигательного аппарата;87;;;1;;7;4
10;с задержкой психического развития;791;2;;124;;173;35
11;с расстройствами аутистического спектра;96;;;;;3;3
12;Образовательные программы основного общего образования;59853;1404;8;8685;4;11445;2591
13;из них адаптированные;1469;90;;280;;394;79
14;в том числе:           для глухих;7;;;;;;
15;для слабослышащих и позднооглохших;34;;;;;1;1
16;для слепых;6;;;;;1;1
17;для слабовидящих;97;15;;46;;46;
18;с тяжелыми нарушениями речи;8;;;1;;1;
19;с нарушениями опорно-двигательного аппарата;92;;;3;;16;11
20;с задержкой психического развития;1168;75;;230;;323;63
21;с расстройствами аутистического спектра;57;;;;;6;3
22;Образовательные программы среднего общего образования;8733;199;5;1254;;1791;428
23;из них адаптированные;9;;;;;5;5
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;;;;;;;
26;для слепых;;;;;;;
27;для слабовидящих;1;;;;;1;1
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;7;;;;;4;4
30;с задержкой психического развития;;;;;;;
31;с расстройствами аутистического спектра;1;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);2307;;;71;;501;38
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);15;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;11;;;;;;
35;основного общего образования (из строки 12);12;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;8;;;;;;
37;среднего общего образования (из строки 22);1;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);6;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;3;;;;;;
