;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);20965;1142;989;1049;889;1169;989;1758;1531;1995;1735;2618;2293;3505;3037;3253;2673;2554;1889;1922;1326
2;в том числе:       руководящие работники – всего;1239;2;2;27;22;60;55;108;95;159;134;199;171;266;228;182;157;129;106;107;78
3;из них:             директор;431;;;4;1;12;11;26;18;42;28;57;42;115;92;76;61;58;47;41;26
4;заместители директора;710;2;2;21;19;46;42;71;66;101;91;123;111;134;120;94;85;65;54;53;39
5;руководитель филиала;22;;;1;1;;;1;1;3;2;3;2;3;2;5;5;2;1;4;4
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);12904;1055;926;892;766;822;702;1144;1001;1206;1070;1540;1406;2257;2084;1864;1678;1266;1101;858;702
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);10648;805;707;709;598;595;487;859;739;951;825;1284;1162;1953;1799;1631;1469;1128;982;733;602
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;3104;287;282;207;206;125;124;184;183;252;251;368;368;733;733;557;555;289;288;102;102
9;русского языка и литературы;1308;86;83;74;71;73;73;87;86;109;104;169;167;259;258;195;194;144;141;112;109
10;языка народов России и литературы;2;1;1;;;;;;;;;1;1;;;;;;;;
11;истории, экономики, права, обществознания;671;48;38;49;34;40;33;56;40;74;58;87;77;110;96;91;78;74;65;42;35
12;информатики;222;22;16;24;18;20;10;38;22;29;21;38;28;20;16;18;15;7;6;6;5
13;физики;313;20;11;11;9;9;6;19;12;22;19;35;28;57;42;58;43;43;36;39;20
14;математики;941;60;50;53;50;46;39;64;61;68;63;85;83;156;152;178;172;133;123;98;89
15;химии;255;14;14;8;8;12;11;12;9;27;25;22;19;38;36;42;41;49;46;31;29
16;географии;381;13;10;17;14;15;13;23;19;40;36;62;54;68;64;70;66;35;30;38;31
17;биологии;295;18;18;13;13;6;6;12;12;24;20;40;38;46;43;44;42;54;51;38;36
18;иностранных языков;974;82;81;89;82;83;79;167;163;111;107;104;100;106;103;84;80;84;82;64;63
19;из них:                         английского языка;787;77;76;81;74;72;68;156;152;95;91;81;76;70;68;56;54;59;56;40;39
20;немецкого языка;146;3;3;4;4;9;9;8;8;16;16;20;20;27;27;21;21;21;21;17;17
21;французского языка;31;1;1;4;4;1;1;2;2;;;3;3;6;6;5;4;3;3;6;6
22;китайского языка;;;;;;;;;;;;;;;;;;;;;
23;физической культуры;805;77;41;92;39;85;28;72;31;57;19;93;54;118;68;91;38;76;24;44;11
24;труда (технологии);484;10;6;13;11;12;6;38;27;59;36;62;46;88;60;98;61;55;29;49;23
25;музыки и пения;245;30;27;12;9;14;13;16;16;16;13;32;30;45;43;35;33;29;25;16;11
26;изобразительного искусства, черчения;187;13;13;10;8;19;16;19;18;16;16;29;27;35;35;24;22;12;10;10;10
27;основ безопасности и защиты Родины;183;9;3;14;4;10;4;21;12;14;6;22;9;34;11;20;5;23;6;16;2
28;основ духовно-нравственной культуры народов России;34;;;;;1;1;5;5;4;2;6;6;7;7;1;1;6;6;4;4
29;прочих предметов;244;15;13;23;22;25;25;26;23;29;29;29;27;33;32;25;23;15;14;24;22
30;учителя-логопеды;212;13;12;16;16;19;19;32;32;26;26;34;34;49;49;11;11;3;3;9;9
31;учителя-дефектологи;68;6;6;5;5;7;7;11;11;6;6;9;9;12;12;10;10;2;2;;
32;из них:                      олигофренопедагог;24;;;1;1;;;1;1;4;4;7;7;6;6;4;4;1;1;;
33;тифлопедагог;;;;;;;;;;;;;;;;;;;;;
34;сурдопедагог;7;1;1;;;1;1;1;1;;;1;1;1;1;2;2;;;;
35;социальные педагоги;134;6;6;7;7;12;12;20;20;21;21;22;22;17;16;10;10;9;7;10;10
36;педагоги дополнительного образования;286;54;36;24;17;32;24;40;26;24;19;22;18;33;26;23;17;16;10;18;6
37;педагоги-психологи;286;27;23;29;29;35;34;56;56;40;40;41;39;31;31;14;13;11;11;2;1
38;воспитатели;694;60;60;39;38;79;79;63;62;75;74;57;57;105;105;111;110;56;56;49;46
39;мастера производственного обучения;10;;;;;1;;;;;;1;;4;;1;;1;;2;
40;тьюторы;101;24;24;10;10;3;3;8;8;16;16;16;16;7;7;;;10;10;7;7
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;87;13;11;17;15;16;16;16;15;10;10;7;7;2;2;5;5;1;1;;
42;другие;378;47;41;36;31;23;21;39;32;37;33;47;42;44;37;48;33;29;19;28;21
43;учебно-вспомогательный персонал;778;37;28;27;20;63;52;102;89;84;79;108;96;110;95;94;83;85;76;68;64
44;иной персонал;6044;48;33;103;81;224;180;404;346;546;452;771;620;872;630;1113;755;1074;606;889;482
45;из них:             ассистент (помощник);4;;;;;1;1;;;;;;;;;1;1;1;1;1;1
46;сурдопереводчик;;;;;;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;178;15;15;10;10;25;24;27;27;35;35;11;11;18;17;30;30;5;5;2;2
49;из них воспитатели;151;15;15;9;9;22;21;22;22;24;24;11;11;15;14;29;29;4;4;;
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;12;;;;;1;1;2;2;2;1;1;1;1;1;3;3;1;1;1;1
51;из них учителя;12;;;;;1;1;2;2;2;1;1;1;1;1;3;3;1;1;1;1
;;;;;;;;;;;;;;;;;;;;;;
;;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;образования юридического лица);образования юридического лица);образования юридического лица);;;;;;;;;;;;;;;;;;
;;;;;(должность);(должность);(должность);;(Ф.И.О);(Ф.И.О);(Ф.И.О);(подпись);;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;(номер контактного телефона);(номер контактного телефона);;(e-mail);(e-mail);;(дата составления документа);(дата составления документа);;;;;;;;;;
