;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);69608;25677;34514;7653;833;488;16;427;896;68239;440;929
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;1562;584;822;109;43;2;;2;;1562;;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;147;44;82;8;13;;;;;147;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;167;68;89;10;;;;;;167;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;53820;23886;25041;3394;766;398;9;326;265;53473;123;224
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;3621;1273;1805;282;70;99;6;86;134;3523;98;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;754;386;314;54;;;;;;754;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;4392;;3220;1141;;30;1;;78;4300;60;32
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;4254;;2805;1425;;22;2;;20;4165;12;77
10;в связи с переходом на семейное образование и самообразование;3998;944;2148;839;19;25;;23;83;3725;82;191
11;по болезни;68;51;1;12;;1;;3;5;61;5;2
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;114;;73;38;;1;2;;8;91;5;18
13;выбыло по другим причинам;1400;212;404;695;5;9;2;73;437;862;153;385
