;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;14412;1879;1700;1697;1700;1438;1428;1291;1212;1176;459;419;7;6
2;В них обучающихся, чел.;417057;54652;51652;50836;50536;41691;41450;36908;34321;33279;11958;9630;64;80
3;Число классов с углубленным изучением отдельных предметов, ед.;3786;32;311;307;295;372;364;405;433;393;449;425;;
4;В них обучающихся, чел.;101048;890;9279;8976;8442;10016;9932;10706;11146;10034;11816;9811;;
5;Число гимназических классов, ед.;1256;27;31;32;34;179;178;182;172;170;126;125;;
6;В них обучающихся, чел.;33985;769;888;910;930;5040;5100;4943;4640;4329;3445;2991;;
7;Число лицейских классов, ед.;679;5;6;6;6;50;49;73;138;136;105;104;1;
8;В них обучающихся, чел.;18446;157;203;179;173;1427;1402;2098;3802;3675;2789;2513;28;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;20133;1943;2048;2042;2035;2039;2019;1951;1955;1875;1139;1073;8;6
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";570536;56468;62022;60901;60081;58174;57884;54655;53909;51317;30008;24945;92;80
11;в том числе обучаются:          очно;568517;56417;61961;60844;60026;58139;57843;54615;53761;50870;29527;24486;28;
12;очно-заочно;663;;;;1;1;;8;59;144;206;244;;
13;заочно;1356;51;61;57;54;34;41;32;89;303;275;215;64;80
14;Из строки 10:          воспитанники (без приходящих учащихся);512;2;1;14;12;52;74;63;72;101;59;62;;
15;девочки;282729;27939;31177;30061;29565;28736;28713;26967;26597;25443;14901;12568;32;30
16;оставленные на повторное обучение;1741;155;77;64;195;103;123;232;296;402;67;27;;
17;лица с ограниченными возможностями здоровья;2226;198;271;366;400;159;190;179;204;242;11;6;;
18;из них:                инвалиды;1;;1;;;;;;;;;;;
19;дети-инвалиды;234;30;27;35;41;18;21;23;15;18;4;2;;
20;инвалиды (кроме учтенных в строке 18);38;;3;1;3;;2;4;2;10;5;8;;
21;дети-инвалиды (кроме учтенных в строке 19);3713;218;325;313;347;383;398;378;384;439;260;266;2;
22;дети-сироты и дети, оставшиеся без попечения родителей;1319;71;97;93;132;131;161;149;181;176;73;55;;
23;из них воспитанники (без приходящих учащихся);;;;;;;;;;;;;;
24;обучающиеся иностранные граждане;14272;1738;1959;1843;1787;1446;1387;1362;1195;874;424;256;1;
25;из них девочки;6010;795;804;748;767;598;584;577;486;367;184;100;;
26;обучающиеся лица без гражданства;;;;;;;;;;;;;;
