;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);595883;68482;;25142;;20967;849
2;Образовательные программы начального общего образования;249066;24323;275;9323;;6618;347
3;из них адаптированные;10829;1375;47;315;;307;96
4;в том числе:           для глухих;138;68;4;;;;
5;для слабослышащих и позднооглохших;228;;;2;;1;
6;для слепых;54;54;;;;;
7;для слабовидящих;674;83;;1;;76;76
8;с тяжелыми нарушениями речи;3862;670;29;80;;127;
9;с нарушениями опорно-двигательного аппарата;430;48;3;2;;35;20
10;с задержкой психического развития;5165;447;11;229;;67;
11;с расстройствами аутистического спектра;278;5;;1;;1;
12;Образовательные программы основного общего образования;283669;33251;541;12612;;11368;396
13;из них адаптированные;8645;1228;43;351;;175;41
14;в том числе:           для глухих;128;65;4;;;;
15;для слабослышащих и позднооглохших;246;;;;;;
16;для слепых;53;53;;;;;
17;для слабовидящих;572;92;1;;;20;20
18;с тяжелыми нарушениями речи;2064;593;24;91;;25;
19;с нарушениями опорно-двигательного аппарата;361;61;3;3;;44;19
20;с задержкой психического развития;5186;361;11;252;;86;2
21;с расстройствами аутистического спектра;35;3;;5;;;
22;Образовательные программы среднего общего образования;55241;9846;526;3143;;2911;74
23;из них адаптированные;197;45;4;1;;11;1
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;1;;;;;;
26;для слепых;19;19;;;;;
27;для слабовидящих;57;13;;;;;
28;с тяжелыми нарушениями речи;17;;;;;;
29;с нарушениями опорно-двигательного аппарата;48;12;4;1;;11;1
30;с задержкой психического развития;54;1;;;;;
31;с расстройствами аутистического спектра;1;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);7907;1062;6;64;;70;32
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);151;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;128;;;;;;
35;основного общего образования (из строки 12);130;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;107;;;;;;
37;среднего общего образования (из строки 22);3;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);9;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;6;;;;;;
