;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;1403;136;181;212;213;115;134;133;126;136;11;6;;;;;;;;
2;В них обучающихся (всего), чел.;41507;3946;5553;6378;6539;3369;3902;3785;3575;3911;369;180;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;;;;;;;;;;;;;;;;;;;;
4;слабослышащие;15;3;1;3;2;;2;1;;1;2;;;;;7;;15;;
5;позднооглохшие;1;;;1;;;;;;;;;;;;1;;1;;
6;слепые;;;;;;;;;;;;;;;;;;;;
7;слабовидящие;19;1;3;1;1;6;;5;2;;;;;;;1;;19;;
8;с тяжелыми нарушениями речи;583;76;116;125;129;27;39;25;26;19;1;;;;;21;;572;11;
9;с нарушением опорно-двигательного аппарата;64;3;3;14;13;2;7;8;6;1;5;2;;;;52;1;62;2;
10;с задержкой психического развития;1404;82;125;196;233;112;135;133;165;217;3;3;;;;64;;1381;23;
11;с умственной отсталостью (интеллектуальными          нарушениями);41;12;3;6;5;1;2;3;5;4;;;;;1;15;;40;1;
12;с расстройствами аутистического спектра;99;21;20;20;17;11;5;4;;;;1;;;;73;3;99;;
13;со сложными дефектами;;;;;;;;;;;;;;;;;;;;
14;с иными ограниченными возможностями          здоровья;;;;;;;;;;;;;;;;;;;;
