;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателя;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Число классов с нормативным сроком освоения программ 9 лет, ед.;33;3;;;4;5;4;3;4;3;3;4;;;
2;В них обучающихся, чел.;309;32;;;32;48;32;31;38;36;26;34;;;
3;Число классов с нормативным сроком освоения программ 10 лет, ед.;198;;26;21;23;19;21;20;21;15;19;10;3;;
4;В них обучающихся, чел.;2014;;209;200;237;197;201;224;216;171;230;96;33;;
5;Число классов с нормативным сроком освоения программ 11 лет, ед.;88;1;6;7;5;6;6;9;9;7;10;2;10;10;
6;В них обучающихся, чел.;756;6;33;43;34;48;56;75;80;62;85;31;91;112;
7;Число классов с нормативным сроком освоения программ 12 лет, ед.;51;2;;;1;2;2;3;3;5;4;2;10;15;2
8;В них обучающихся, чел.;434;16;;;16;23;13;19;24;38;27;10;83;140;25
9;Число классов с нормативным сроком освоения программ 13 лет, ед.;486;;56;54;55;46;47;48;45;42;37;21;18;11;6
10;В них обучающихся, чел.;4357;;425;429;493;443;419;449;429;410;359;190;161;108;42
11;Итого классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед. (сумма строк 01, 03, 05, 07, 09);856;6;88;82;88;78;80;83;82;72;73;39;41;36;8
12;"В них обучающихся, чел. (сумма строк 02, 04, 06, 08, 10;    сумма строк 13-15)";7870;54;667;672;812;759;721;798;787;717;727;361;368;360;67
13;в том числе обучаются:          очно;7822;54;667;669;807;757;721;797;774;717;719;351;368;354;67
14;очно-заочно;48;;;3;5;2;;1;13;;8;10;;6;
15;заочно;;;;;;;;;;;;;;;
16;из них (из строки 12):       воспитанники (без приходящих учащихся);732;2;71;70;64;53;40;86;71;69;69;36;67;20;14
17;девочки;2483;19;219;181;227;242;215;258;232;226;241;141;119;130;33
18;лица с ограниченными возможностями здоровья;7870;54;667;672;812;759;721;798;787;717;727;361;368;360;67
19;из них (из строки 18):             инвалиды;212;;;6;2;3;9;;10;3;7;42;26;74;30
20;дети-инвалиды;5851;35;483;499;595;582;570;615;599;563;526;252;287;213;32
21;инвалиды (кроме учтенных в строке 19);;;;;;;;;;;;;;;
22;дети-инвалиды (кроме учтенных в строке 20);;;;;;;;;;;;;;;
23;дети-сироты и дети, оставшиеся без попечения родителей;287;1;9;20;23;22;25;29;29;28;38;27;10;22;4
24;из них воспитанники (без приходящих учащихся);;;;;;;;;;;;;;;
25;обучающиеся иностранные граждане;93;;7;12;15;11;5;10;10;11;11;;1;;
26;из них девочки;24;;2;6;4;1;1;1;3;4;2;;;;
27;обучающиеся лица без гражданства;;;;;;;;;;;;;;;
