;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);46344;659;17;117;6;175;45928;133;283;1529;1529;36;203;;2;47873;1318;27;1;2;;13
2;в том числе:       получили аттестат об основном общем образовании;45538;656;17;116;6;174;45213;107;218;1525;1525;36;202;;2;47063;1132;27;1;2;;13
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;24138;96;3;38;6;70;23993;58;87;74;74;7;24;;1;24212;154;;;;;1
4;получили на ГИА неудовлетворительные результаты;773;3;;1;;1;685;24;64;1;1;;;;;774;163;;;;;
5;не участвовали в ГИА;33;;;;;;30;2;1;3;3;;1;;;36;23;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;3069;10;;7;;13;3067;1;1;43;43;3;5;;;3112;54;1;;1;;
7;в IV квартале прошлого года;105;;;;;;105;;;2;2;;;;;107;10;;;;;
8;после 1 сентября текущего года;985;10;;;;1;928;18;39;1;1;;;;;986;82;1;;;;2
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);23732;122;15;42;16;92;23319;203;210;59;59;39;7;;;23791;881;1;1;;;3
