;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат об основном общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат о среднем общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших свидетельство об обучении
1;Всего;31;66;33
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;
3;6 лет;;;
4;7 лет;;;
5;8 лет;;;
6;9 лет;;;
7;10 лет;;;
8;11 лет;;;
9;12 лет;;;
10;13 лет;;;
11;14 лет;;;
12;15 лет;2;;
13;16 лет;3;1;11
14;17 лет;6;13;11
15;18 лет;3;15;2
16;19 лет;;8;
17;20 лет;;4;
18;21 год;;1;
19;22 года;;;
20;23 года;;1;
21;24 года;12;9;9
22;25 лет;1;3;
23;26 лет;2;4;
24;27 лет;1;3;
25;28 лет;1;1;
26;29 лет;;3;
27;30–34 года;;;
28;35–39 лет;;;
29;40 лет и старше;;;
