;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Программы начального общего образования (1–4 классы);Программы основного общего образования (5–9 классы);Программы среднего общего образования (10–11(12) классы)
1;Численность обучающихся, углубленно изучающих предметы (не менее одного);284;569;232
2;В том числе по профилям обучения:       гуманитарный – всего;255;301;106
3;из них с изучением языков:             английского;255;301;95
4;французского;;118;11
5;немецкого;;183;84
6;других европейских;;;
7;восточных;;;
8;естественнонаучный;;;22
9;социально-экономический;;;
10;технологический;;;
11;технический;;;
12;сельскохозяйственный;;;
13;математический;;53;16
14;другие;29;39;13
