;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
1;2;3;4;5;6;7;8
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования
1;Численность обучающихся, которым в соответствии с образовательной программой должны преподаваться иностранные языки (сумма стр. 02, 13);4697811;6800591;1271097;39627;67866;2017
2;В том числе обучающиеся, которым:       преподается иностранный язык (не менее одного);4638847;6785106;1268006;38859;67582;2017
3;из них изучают язык:             английский;4379006;6335378;1186662;33667;55016;1772
4;французский;49529;218945;36148;747;2423;63
5;немецкий;234543;658365;100044;4935;11593;127
6;итальянский;398;2609;451;21;17;
7;испанский;3831;16653;2322;;62;
8;китайский;4111;13225;1944;;;
9;арабский;372;1201;210;;;
10;португальский;;;14;;;
11;турецкий;109;925;428;;;
12;другие;2836;12735;3221;;13;7
13;не преподается иностранный язык;58964;15520;3107;768;284;
14;из строки 13 – из-за отсутствия учителя иностранного языка;10156;13296;2778;72;86;
15;Из строки 02 – изучают:             2 иностранных языка;15123;459521;57006;8;222;
16;3 и более иностранных языка;74;1561;922;1;;
