;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат об основном общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат о среднем общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших свидетельство об обучении
1;Всего;2221;4266;338
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;2;;
3;6 лет;;;
4;7 лет;;;
5;8 лет;;;3
6;9 лет;;;7
7;10 лет;;;4
8;11 лет;1;;8
9;12 лет;1;;3
10;13 лет;6;;4
11;14 лет;26;1;2
12;15 лет;401;24;8
13;16 лет;770;279;26
14;17 лет;565;1111;53
15;18 лет;263;1221;87
16;19 лет;68;580;56
17;20 лет;23;389;29
18;21 год;20;179;21
19;22 года;7;96;9
20;23 года;5;59;3
21;24 года;7;45;1
22;25 лет;4;25;1
23;26 лет;6;40;8
24;27 лет;5;27;1
25;28 лет;4;33;
26;29 лет;5;32;
27;30–34 года;17;65;4
28;35–39 лет;14;43;
29;40 лет и старше;1;17;
