;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателей;Численность обучающихся по программам: начального общего образования – всего;Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся 1-го класса или 1-го класса первого года обучения по пролонгиро-ванным программам;Численность обучающихся по программам: основного общего образования – всего;Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся 5-го класса или 5-го класса первого года обучения по пролонгиро-ванным программам;Численность обучающихся по программам: среднего общего образования – всего;Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся 10-го класса или 10-го класса первого года обучения по пролонгиро-ванным программам;Численность обучающихся по программам: образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся первого года обучения
1;Всего;213;89;2;264;123;2;197;89;73;251;87;26
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;21;11;;25;13;;4;1;;;;
3;6 лет;14;7;;;;;;;;;;
4;7 лет;41;17;;;;;;;;2;1;2
5;8 лет;46;19;1;;;;;;;6;1;4
6;9 лет;34;16;;;;;;;;21;10;4
7;10 лет;40;15;;7;5;;;;;15;7;
8;11 лет;13;3;1;28;12;;;;;39;15;
9;12 лет;3;1;;22;10;;;;;29;11;
10;13 лет;;;;44;17;1;;;;45;17;1
11;14 лет;;;;48;25;;;;;41;11;
12;15 лет;;;;40;21;;3;1;;27;6;5
13;16 лет;;;;14;4;;15;10;2;17;5;6
14;17 лет;1;;;18;5;;20;6;11;7;2;4
15;18 лет;;;;6;1;;10;2;4;1;;
16;19 лет;;;;2;2;;24;9;16;;;
17;20 лет;;;;;;;16;8;3;;;
18;21 год;;;;2;2;;14;5;4;;;
19;22 года;;;;;;;6;2;1;;;
20;23 года;;;;2;1;;3;1;;1;1;
21;24 года;;;;1;1;;3;2;2;;;
22;25 лет;;;;1;1;;7;4;1;;;
23;26 лет;;;;1;1;;2;1;1;;;
24;27 лет;;;;;;;4;1;1;;;
25;28 лет;;;;;;;2;1;;;;
26;29 лет;;;;1;1;;3;1;2;;;
27;30–34 года;;;;;;;15;10;10;;;
28;35–39 лет;;;;2;1;1;10;1;4;;;
29;40 лет и старше;;;;;;;36;23;11;;;
