;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
1;2;3;4;5;6;7;8
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования
1;Численность обучающихся, которым в соответствии с образовательной программой должны преподаваться иностранные языки (сумма стр. 02, 13);4229;17604;34175;23;63;10
2;В том числе обучающиеся, которым:       преподается иностранный язык (не менее одного);3997;17413;33731;23;63;10
3;из них изучают язык:             английский;4865;16592;30351;23;63;52
4;французский;145;241;435;;;
5;немецкий;204;1597;3352;;;1
6;итальянский;;;23;;;
7;испанский;;;;;;
8;китайский;;;;;;
9;арабский;67;46;9;;;
10;португальский;;;;;;
11;турецкий;;;;;;
12;другие;1;;;;;
13;не преподается иностранный язык;232;191;444;;;
14;из строки 13 – из-за отсутствия учителя иностранного языка;67;169;374;;;
15;Из строки 02 – изучают:             2 иностранных языка;123;86;;;;
16;3 и более иностранных языка;37;86;;;;
