;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат об основном общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат о среднем общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших свидетельство об обучении
1;Всего;1025;942;181
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;
3;6 лет;;;
4;7 лет;;;1
5;8 лет;;;2
6;9 лет;;;2
7;10 лет;2;;2
8;11 лет;19;;2
9;12 лет;1;;3
10;13 лет;4;;1
11;14 лет;38;;1
12;15 лет;364;2;10
13;16 лет;303;83;29
14;17 лет;193;326;52
15;18 лет;68;279;36
16;19 лет;10;91;11
17;20 лет;3;53;5
18;21 год;2;26;2
19;22 года;3;12;3
20;23 года;;10;
21;24 года;9;17;9
22;25 лет;;3;
23;26 лет;;5;1
24;27 лет;;6;
25;28 лет;2;7;
26;29 лет;2;2;
27;30–34 года;2;12;
28;35–39 лет;;6;
29;40 лет и старше;;2;9
