;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма гр. 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из гр. 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из гр. 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в гр. 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из гр. 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из гр. 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в гр. 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в гр. 15);Итого по всем классам (сумма гр. 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из гр. 20 инвалиды;из них из гр. 20 дети-инвалиды;из них инвалиды (кроме учтенных в гр. 21);из них дети-инвалиды (кроме учтенных в гр. 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к государственной итоговой аттестации (ГИА) по образовательным программам основного общего образования (сумма стр. 02, 04, 05);6778;182;3;7;19;10;932;2;5844;28;6;1;5;0;0;6806;6;0;0;0;0;0
2;в том числе:       получили аттестат об основном общем образовании;6053;177;3;6;19;10;912;1;5140;28;6;1;5;;;6081;6;;;;;
3;из них (из стр. 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;2221;59;2;2;14;2;306;;1915;18;;;;;;2239;2;;;;;
4;получили на ГИА неудовлетворительные результаты;420;3;;;;;9;1;410;;;;;;;420;;;;;;
5;не участвовали в ГИА;305;2;;1;;;11;;294;;;;;;;305;;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;71;;;;;2;33;;38;;;;;;;71;;;;;;
7;в IV квартале прошлого года;363;5;;3;;1;18;;345;;;;;;;363;;;;;;
8;после 1 сентября текущего года;612;3;;;;;4;;608;;;;;;;612;2;;;;;
9;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);9508;112;20;3;19;7;281;26;9201;41;10;9;1;0;0;9549;260;1;0;1;0;0
10;в том числе:       получили аттестат о среднем общем образовании;7879;106;18;3;18;7;263;24;7592;41;10;9;1;;;7920;151;;;;;
11;получили на ГИА неудовлетворительные результаты;1155;4;2;;1;;16;1;1138;;;;;;;1155;63;1;;1;;
12;не участвовали в ГИА;474;2;;;;;2;1;472;;;;;;;474;46;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;82;;;;;;26;;56;;;;;;;82;2;;;;;
14;в IV квартале прошлого года;363;6;1;;;;39;;324;;;;;;;363;16;;;;;
15;после 1 сентября текущего года;165;;;;1;;3;;162;;;;;;;165;3;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;6386;30;6;2;5;5;260;12;6114;;;;;;;6386;162;1;;1;;
17;участвовали в ЕГЭ по русскому языку (из стр. 16);6214;16;6;2;4;5;241;12;5961;;;;;;;6214;147;;;;;
18;из них сдали ЕГЭ;5739;14;6;;2;5;225;11;5503;;;;;;;5739;108;;;;;
19;участвовали в ЕГЭ по математике (из строки 16);6230;14;6;;5;5;236;12;5982;;;;;;;6230;146;1;;1;;
20;из них сдали ЕГЭ;5154;14;6;;3;5;199;11;4944;;;;;;;5154;98;;;;;
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;2648;80;14;1;14;2;19;13;2616;41;10;9;1;;;2689;52;;;;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;961;11;1;7;;;16;;946;30;14;;14;;;991;8;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;;;;;;;;;;;;;;;;;
