;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) из них (из гр. 4): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) из них (из гр. 4): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) инвалиды  (кроме учтенных в гр. 5);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) дети-инвали- ды (кроме учтенных в гр. 6);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) из них (из гр. 10): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) из них (из гр. 10): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) инвалиды  (кроме учтенных в гр. 11);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) дети-инвали- ды (кроме учтенных в  гр. 12)
1;Численность обучающихся – всего;13845261;221298;2038;62996;1573;76909;320172;307673;3224;104680;189;2134
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;242375;3888;12;1064;10;1231;4284;3882;19;971;;1
3;с применением электронного обучения;1796662;20775;84;3720;187;13751;25581;25187;271;10948;1;8
4;с применением дистанционных образовательных технологий;345052;11116;128;5754;60;5064;6298;5943;96;3876;6;148
5;по индивидуальным учебным планам;93573;37136;330;14483;111;6862;18277;17251;204;13061;6;244
6;индивидуально на дому;77795;44906;784;27688;282;15665;27139;26043;415;22103;45;606
7;в медицинской организации;2882;470;;59;5;90;469;343;3;306;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из стр. 04);7830;3848;85;3321;41;3333;1851;1695;61;1578;6;148
9;по индивидуальным учебным планам (из стр. 05);27080;16372;193;9730;61;4975;9252;8410;108;7008;6;236
