;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
1;2;3;4;5;6;7;8
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования
1;Численность обучающихся, которым в соответствии с образовательной программой должны преподаваться иностранные языки (сумма стр. 02, 13);5471;23443;43185;5;264;52
2;В том числе обучающиеся, которым:       преподается иностранный язык (не менее одного);5225;23199;42580;5;263;52
3;из них изучают язык:             английский;5839;21480;38840;2;241;45
4;французский;122;355;390;;;
5;немецкий;289;2942;4625;;23;6
6;итальянский;;;;;;
7;испанский;;;;;;
8;китайский;;;;;;
9;арабский;;;;;;
10;португальский;;;;;;
11;турецкий;;;;;;
12;другие;;;;;;
13;не преподается иностранный язык;246;244;605;;1;
14;из строки 13 – из-за отсутствия учителя иностранного языка;65;222;562;;;
15;Из строки 02 – изучают:             2 иностранных языка;122;86;;;;
16;3 и более иностранных языка;37;86;;;;
