;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;321601;314916;6658;96;2165;93;2708;6685;6640;219;2405;;2;320130;1390;81
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;1425;1425;5;;5;;3;;;;;;;1425;;
3;с применением электронного обучения;38515;38034;445;3;118;7;143;481;275;;17;;;38396;119;
4;с применением дистанционных образовательных технологий;354;341;95;2;84;1;40;13;13;;6;;;350;;4
5;по индивидуальным учебным планам;5938;4924;3105;61;1517;11;455;1014;923;89;619;;1;5930;6;2
6;на дому;4689;3747;2563;66;1546;29;489;942;893;83;627;;1;4687;2;
7;в медицинской организации;12;12;4;;3;;3;;;;;;;12;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);111;105;63;;56;1;20;6;5;;5;;;111;;
9;по индивидуальным учебным планам (из строки 05);4502;3568;2336;51;1319;11;409;934;790;83;558;;1;4500;2;
