;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;3873;278;382;470;500;427;460;460;449;407;25;15;;;;;;;;
2;В них обучающихся (всего), чел.;87817;6598;8986;10887;11427;9622;10550;10297;9776;8933;478;263;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;21;;2;1;2;1;6;4;2;2;1;;;;;18;6;21;;
4;слабослышащие;80;9;13;9;7;8;7;10;5;9;1;2;;;1;64;;80;;
5;позднооглохшие;4;;;1;;;;;3;;;;;;;2;;4;;
6;слепые;4;1;1;;1;;;;1;;;;;;;4;1;4;;
7;слабовидящие;82;2;7;11;11;12;10;5;12;7;2;3;;;;53;;81;1;
8;с тяжелыми нарушениями речи;135;11;20;31;20;10;12;11;15;5;;;;;1;26;;135;;
9;с нарушением опорно-двигательного аппарата;391;37;38;58;62;39;43;39;35;29;8;3;;;25;314;11;389;;2
10;с задержкой психического развития;3771;190;313;398;476;403;448;525;476;533;7;2;;;20;394;9;3769;1;1
11;с умственной отсталостью (интеллектуальными          нарушениями);1921;115;173;233;235;232;257;237;250;185;3;1;;;38;1127;;1910;5;6
12;с расстройствами аутистического спектра;151;34;28;19;20;15;11;6;7;8;3;;;;9;107;2;150;;1
13;со сложными дефектами;11;;2;;;1;;3;2;2;;1;;;1;9;4;11;;
14;с иными ограниченными возможностями          здоровья;87;6;5;7;9;10;9;15;8;9;4;5;;;1;47;;86;;1
