;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);321601;1425;;38515;;354;8
2;Образовательные программы начального общего образования;134201;428;3;13214;;18;2
3;из них адаптированные;3406;1;;258;;8;1
4;в том числе:           для глухих;69;;;1;;;
5;для слабослышащих и позднооглохших;97;;;1;;;
6;для слепых;34;;;;;;
7;для слабовидящих;104;;;1;;;
8;с тяжелыми нарушениями речи;109;;;8;;;
9;с нарушениями опорно-двигательного аппарата;222;;;14;;5;1
10;с задержкой психического развития;2582;1;;220;;3;
11;с расстройствами аутистического спектра;189;;;13;;;
12;Образовательные программы основного общего образования;159889;763;10;22058;;119;6
13;из них адаптированные;4410;17;;515;;38;2
14;в том числе:           для глухих;71;;;2;;;
15;для слабослышащих и позднооглохших;106;1;;4;;2;
16;для слепых;35;;;;;;
17;для слабовидящих;156;;;6;;;
18;с тяжелыми нарушениями речи;97;1;;9;;;
19;с нарушениями опорно-двигательного аппарата;226;13;;17;;14;2
20;с задержкой психического развития;3653;2;;473;;16;
21;с расстройствами аутистического спектра;66;;;4;;6;
22;Образовательные программы среднего общего образования;22267;232;5;3028;;198;
23;из них адаптированные;49;;;5;;2;
24;в том числе:           для глухих;2;;;;;;
25;для слабослышащих и позднооглохших;2;;;;;;
26;для слепых;10;;;;;;
27;для слабовидящих;9;;;1;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;9;;;2;;2;
30;с задержкой психического развития;11;;;2;;;
31;с расстройствами аутистического спектра;6;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);5244;2;;215;;19;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);64;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;1;;;;;;
35;основного общего образования (из строки 12);87;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;21;;;;;;
37;среднего общего образования (из строки 22);2;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);16;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
