;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);314015;33697;34063;35496;33214;33245;31533;30795;30675;30407;11375;9492;13;10
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);312960;33629;33990;35417;33151;33185;31465;30697;30559;30203;11290;9351;13;10
3;в том числе обучались:       очно;311794;33622;33982;35398;33136;33127;31404;30607;30424;29989;10914;9191;;
4;очно-заочно;1116;7;6;14;10;53;55;84;131;212;370;151;13;10
5;заочно;50;;2;5;5;5;6;6;4;2;6;9;;
6;Численность экстернов, окончивших данный класс;1055;68;73;79;63;60;68;98;116;204;85;141;;
7;из них (из стр.06)  обучались:       в форме семейного образования;851;68;72;79;63;60;68;98;116;165;37;25;;
8;в форме самообразования;149;;;;;;;;;;47;102;;
9;по программам, не имеющим государственной аккредитации;48;;;;;;;;;36;;12;;
