;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10, 13);Численность обучающихся по программам начального общего образования – всего;Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-го класса или 1-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам основного общего образования – всего;Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-го класса или 5-го класса первого года обучения  по пролонги- рованным программам;Численность обучающихся по программам среднего общего образования – всего;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-го класса  или 10-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам из графы 13 девочки;Численность обучающихся по программам из графы 13 обучающиеся первого года обучения;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 17) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;6685;1581;625;203;1753;661;383;15;11;9;3336;1208;206;;9;2;
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;;;;
3;6 лет;8;4;2;4;;;;;;;4;1;3;;;;
4;7 лет;138;80;31;66;;;;;;;58;13;49;;;;
5;8 лет;409;239;103;92;;;;;;;170;60;94;;;;
6;9 лет;600;351;136;31;;;;;;;249;89;44;;2;1;
7;10 лет;826;442;174;6;24;11;21;;;;360;139;6;;1;;
8;11 лет;821;289;112;4;163;67;132;;;;369;150;4;;1;1;
9;12 лет;831;133;50;;290;111;149;;;;408;148;2;;2;;
10;13 лет;692;25;10;;306;120;58;;;;361;143;1;;1;;
11;14 лет;749;11;7;;319;112;15;;;;419;149;;;;;
12;15 лет;788;3;;;363;128;5;;;;422;141;;;2;;
13;16 лет;482;3;;;179;70;2;;;;300;93;;;;;
14;17 лет;206;1;;;80;28;1;3;2;3;122;41;;;;;
15;18 лет;61;;;;17;9;;6;5;5;38;15;;;;;
16;19 лет;29;;;;10;3;;3;1;1;16;10;;;;;
17;20 лет;9;;;;1;1;;3;3;;5;2;;;;;
18;21 год;11;;;;1;1;;;;;10;1;;;;;
19;22 года;3;;;;;;;;;;3;;;;;;
20;23 года;3;;;;;;;;;;3;1;;;;;
21;24 года;1;;;;;;;;;;1;1;;;;;
22;25 лет;2;;;;;;;;;;2;2;;;;;
23;26 лет;;;;;;;;;;;;;;;;;
24;27 лет;2;;;;;;;;;;2;1;1;;;;
25;28 лет;;;;;;;;;;;;;;;;;
26;29 лет;;;;;;;;;;;;;;;;;
27;30–34 года;9;;;;;;;;;;9;6;1;;;;
28;35–39 лет;3;;;;;;;;;;3;1;;;;;
29;40 лет и старше;2;;;;;;;;;;2;1;1;;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
