;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);97458;1010;15;363;9;1066;96125;788;545;459;449;77;157;;1;97917;1233;17;4;2;;1
2;в том числе:       получили аттестат об основном общем образовании;95282;950;13;346;9;1058;94016;764;502;422;421;77;144;;1;95704;1008;14;3;2;;1
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;53748;229;2;121;;351;53468;172;108;112;112;20;72;;1;53860;56;2;1;;;
4;получили на ГИА неудовлетворительные результаты;1819;25;1;5;;4;1770;22;27;9;2;;;;;1828;197;2;1;;;
5;не участвовали в ГИА;357;35;1;12;;4;339;2;16;28;26;;13;;;385;28;1;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;6187;29;;13;;40;6150;17;20;8;8;;1;;;6195;26;;;;;
7;в IV квартале прошлого года;70;;;;;;70;;;;;;;;;70;;;;;;
8;после 1 сентября текущего года;1490;13;;4;;5;1478;7;5;1;1;;;;;1491;64;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);59332;183;123;29;591;69;57180;1630;522;108;104;65;8;1;;59440;498;4;2;2;;
10;в том числе:       получили аттестат о среднем общем образовании;59220;181;123;29;588;67;57079;1623;518;105;102;63;8;1;;59325;482;3;1;2;;
11;получили на ГИА неудовлетворительные результаты;67;;;;3;1;62;5;;1;;;;;;68;8;1;1;;;
12;не участвовали в ГИА;45;2;;;;1;39;2;4;2;2;2;;;;47;8;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;10034;28;13;8;39;9;9815;134;85;9;9;5;;;;10043;51;1;;1;;
14;в IV квартале прошлого года;114;1;;1;;;105;;9;;;;;;;114;;;;;;
15;после 1 сентября текущего года;119;;;;2;;110;8;1;;;;;;;119;5;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;58958;151;97;28;545;65;56869;1601;488;80;80;42;8;;;59038;454;3;1;2;;
17;участвовали в ЕГЭ по русскому языку (из строки 16);58912;142;90;28;445;59;56825;1599;488;69;69;31;8;;;58981;429;3;1;2;;
18;из них сдали ЕГЭ;58450;142;89;23;425;59;56371;1594;485;69;69;31;8;;;58519;423;2;;2;;
19;участвовали в ЕГЭ по математике (из строки 16);58908;144;91;21;433;59;56826;1598;484;77;77;39;8;;;58985;430;2;;2;;
20;из них сдали ЕГЭ;58205;140;89;21;423;59;56192;1532;481;72;72;34;8;;;58277;417;2;;2;;
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;329;30;26;1;46;3;272;27;30;26;22;21;;1;;355;36;1;1;;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;190;184;23;50;;1;168;17;5;911;911;337;326;;;1101;5;5;1;2;;
23;"Справочно. Код по ОКЕИ: человек – 792  Из численности обучавшихся во всех классах, получивших аттестат о сред-нем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 18):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";6560;;;;;;;;;;;;;;;;;;;;;
24;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";3483;;;;;;;;;;;;;;;;;;;;;
25;"Из численности обучавшихся экстернов, получивших аттестат о среднем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 19):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";35;;;;;;;;;;;;;;;;;;;;;
26;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";16;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;;;;;;;;;;;;;;;;;
