;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);92589;27383;50285;10769;1093;473;31;2555;890;86633;3007;2949
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;11905;2489;3981;2301;778;288;10;2058;256;8176;2148;1581
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;8368;1901;3902;2298;65;23;2;177;114;4777;2037;1554
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;585;561;24;;;;;;2;553;26;6
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;48423;13444;29754;4536;240;126;5;318;106;47512;412;499
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;69;5;19;45;;;;;;65;1;3
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;2;2;;;;;;;;2;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;91;;36;54;;;1;;1;89;1;1
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;162;;8;148;;;6;;6;157;1;4
10;в связи с переходом на семейное образование и самообразование;1045;259;587;197;1;;;1;28;898;57;90
11;по болезни;;;;;;;;;;;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;297;;196;98;;;;3;106;285;8;4
13;выбыло по другим причинам;30666;11191;15723;3435;74;59;9;175;387;29516;380;770
