;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);1094110;105458;114553;114133;110714;112594;108777;109393;102171;96291;60323;59703;;
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);1089299;105080;114141;113730;110293;112194;108411;108990;101812;95283;60144;59221;;
3;в том числе обучались:       очно;1077675;104514;113320;112842;109433;111194;107321;107907;100700;94017;59347;57080;;
4;очно-заочно;6500;183;301;351;354;539;589;586;629;764;581;1623;;
5;заочно;5124;383;520;537;506;461;501;497;483;502;216;518;;
6;Численность экстернов, окончивших данный класс;4811;378;412;403;421;400;366;403;359;1008;179;482;;
7;из них (из стр.06)  обучались:       в форме семейного образования;4150;378;412;403;421;400;366;403;359;1008;;;;
8;в форме самообразования;661;;;;;;;;;;179;482;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
