;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);144353;6191;5039;9971;7862;10264;7715;15673;12761;19327;17139;21938;20018;23088;21057;18327;16455;11846;10202;7728;6654
2;в том числе:       руководящие работники – всего;2362;;;19;10;122;48;365;162;385;256;404;330;457;407;313;287;187;153;110;82
3;из них:             директор;510;;;;;17;4;65;17;76;47;72;52;87;68;67;57;60;43;66;48
4;заместители директора;1822;;;19;10;103;43;298;144;305;207;328;275;359;329;242;228;125;109;43;33
5;руководитель филиала;14;;;;;;;1;;1;;3;2;5;5;2;1;1;1;1;1
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);109617;5378;4558;9003;7259;8404;6472;11651;9824;14110;12917;16102;15157;17434;16466;13314;12465;8538;7783;5683;5106
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);59649;3347;2817;6212;4846;5305;3800;6059;4649;6284;5434;7437;6852;9056;8459;7785;7307;5044;4616;3120;2846
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;16955;898;873;1430;1400;1196;1165;1374;1358;1769;1759;2411;2403;3408;3407;2771;2765;1208;1206;490;490
9;русского языка и литературы;7030;390;367;716;654;497;444;514;481;618;594;835;812;1218;1195;1027;1013;681;667;534;523
