;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);127946;12538;13170;12833;13012;13263;12965;12970;13353;13362;5464;4839;131;46
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);127903;12536;13168;12831;13007;13261;12963;12968;13349;13351;5463;4829;131;46
3;в том числе обучались:       очно;127663;12534;13167;12827;13005;13238;12949;12960;13343;13348;5368;4829;64;31
4;очно-заочно;75;2;1;4;2;22;13;6;2;2;13;;5;3
5;заочно;165;;;;;1;1;2;4;1;82;;62;12
6;Численность экстернов, окончивших данный класс;43;2;2;2;5;2;2;2;4;11;1;10;;
7;из них (из стр.06)  обучались:       в форме семейного образования;37;2;2;2;5;2;2;2;4;11;;5;;
8;в форме самообразования;5;;;;;;;;;;1;4;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
