;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;1147;130;153;129;145;107;124;111;115;107;16;10;;;;;;;;
2;В них обучающихся (всего), чел.;20233;2230;2887;2441;2742;1857;2085;1794;1792;1918;354;133;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;1;;;;1;;;;;;;;;;;;;1;;
4;слабослышащие;38;4;4;3;6;3;1;6;7;4;;;;;1;32;1;38;;
5;позднооглохшие;;;;;;;;;;;;;;;;;;;;
6;слепые;1;;;;1;;;;;;;;;;;1;;1;;
7;слабовидящие;56;8;7;3;7;7;5;8;6;5;;;;;1;40;;56;;
8;с тяжелыми нарушениями речи;23;3;5;2;4;;2;1;1;5;;;;;2;8;;23;;
9;с нарушением опорно-двигательного аппарата;142;17;14;9;21;21;15;13;14;12;4;2;;;6;111;2;140;;2
10;с задержкой психического развития;433;73;87;68;70;24;42;28;25;15;;1;;;3;106;4;432;;1
11;с умственной отсталостью (интеллектуальными          нарушениями);465;30;33;50;49;62;61;50;67;63;;;;;16;219;;462;;3
12;с расстройствами аутистического спектра;101;17;23;14;11;9;16;3;4;3;;1;;;3;78;6;99;;2
13;со сложными дефектами;10;1;1;1;1;;3;;3;;;;;;;10;1;10;;
14;с иными ограниченными возможностями          здоровья;158;13;12;15;11;16;13;19;18;23;12;6;;;12;88;;158;;
