;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);127843;3176;;90784;537;14488;63
2;Образовательные программы начального общего образования;49499;940;5;35675;197;5318;61
3;из них адаптированные;536;10;;295;3;34;
4;в том числе:           для глухих;7;;;;;;
5;для слабослышащих и позднооглохших;48;;;9;;;
6;для слепых;6;;;;;;
7;для слабовидящих;30;;;16;;1;
8;с тяжелыми нарушениями речи;28;;;9;;1;
9;с нарушениями опорно-двигательного аппарата;57;;;20;;9;
10;с задержкой психического развития;289;10;;200;1;22;
11;с расстройствами аутистического спектра;71;;;41;2;1;
12;Образовательные программы основного общего образования;65267;1795;22;46822;287;7718;2
13;из них адаптированные;375;2;1;167;4;27;
14;в том числе:           для глухих;17;;;;;;
15;для слабослышащих и позднооглохших;41;;;5;;;
16;для слепых;6;;;;;;
17;для слабовидящих;32;;;13;;7;
18;с тяжелыми нарушениями речи;21;;;3;;;
19;с нарушениями опорно-двигательного аппарата;70;1;;41;2;6;
20;с задержкой психического развития;139;1;1;81;;13;
21;с расстройствами аутистического спектра;49;;;24;2;1;
22;Образовательные программы среднего общего образования;11242;440;13;7689;53;1320;
23;из них адаптированные;6;;;1;;;
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;4;;;;;;
26;для слепых;;;;;;;
27;для слабовидящих;;;;;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;1;;;1;;;
30;с задержкой психического развития;;;;;;;
31;с расстройствами аутистического спектра;1;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);1835;1;;598;;132;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);342;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;8;;;;;;
35;основного общего образования (из строки 12);486;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;9;;;;;;
37;среднего общего образования (из строки 22);59;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;1;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);155;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;127;;;;;;
