;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателей;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 11);3569;141;188;181;325;341;394;446;435;413;322;305;39;39;
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05) (сумма строк 06–10);3559;141;188;180;325;341;392;444;432;413;321;304;39;39;
3;в том числе (из строки 02) обучались:       очно;3559;141;188;180;325;341;392;444;432;413;321;304;39;39;
4;очно-заочно;;;;;;;;;;;;;;;
5;заочно;;;;;;;;;;;;;;;
6;в том числе (из строки 02)  по программам с нормативным    сроком освоения:       9 лет;1716;123;;;123;152;166;225;221;214;203;289;;;
7;10 лет;1016;;114;106;108;119;140;122;108;105;66;3;25;;
8;11 лет;290;18;6;;22;34;26;32;29;29;29;12;14;39;
9;12 лет;2;;;;;;2;;;;;;;;
10;13 лет;535;;68;74;72;36;58;65;74;65;23;;;;
11;Численность экстернов, окончивших данный класс (сумма строк 12–16);10;;;1;;;2;2;3;;1;1;;;
12;в том числе по программам с нормативным сроком освоения:       9 лет;4;;;;;;;2;1;;;1;;;
13;10 лет;2;;;;;;;;2;;;;;;
14;11 лет;;;;;;;;;;;;;;;
15;12 лет;;;;;;;;;;;;;;;
16;13 лет;4;;;1;;;2;;;;1;;;;
17;Из строки 11 – обучались:       в форме семейного образования;10;;;1;;;2;2;3;;1;1;;;
18;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;;
