;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);371363;18445;;81447;76;85505;6
2;Образовательные программы начального общего образования;151169;7013;78;33013;33;34583;1
3;из них адаптированные;8436;263;6;1693;2;1711;
4;в том числе:           для глухих;80;;;;;;
5;для слабослышащих и позднооглохших;191;3;;19;;62;
6;для слепых;19;;;;;;
7;для слабовидящих;157;2;1;36;;37;
8;с тяжелыми нарушениями речи;2015;62;;430;;547;
9;с нарушениями опорно-двигательного аппарата;287;8;;42;;40;
10;с задержкой психического развития;5064;164;5;959;2;920;
11;с расстройствами аутистического спектра;623;24;;207;;105;
12;Образовательные программы основного общего образования;185084;9965;142;42046;36;43490;
13;из них адаптированные;9907;369;3;1938;2;1925;
14;в том числе:           для глухих;58;;;;;;
15;для слабослышащих и позднооглохших;180;5;;19;;58;
16;для слепых;39;1;;1;;;
17;для слабовидящих;133;6;;21;;23;
18;с тяжелыми нарушениями речи;531;10;;117;;138;
19;с нарушениями опорно-двигательного аппарата;281;18;;55;;47;
20;с задержкой психического развития;8405;316;3;1621;2;1598;
21;с расстройствами аутистического спектра;280;13;;104;;61;
22;Образовательные программы среднего общего образования;29862;1401;68;6076;1;7201;5
23;из них адаптированные;114;2;;12;;14;4
24;в том числе:           для глухих;10;;;;;;
25;для слабослышащих и позднооглохших;3;;;;;1;
26;для слепых;3;;;;;;
27;для слабовидящих;13;;;2;;2;
28;с тяжелыми нарушениями речи;2;;;;;1;
29;с нарушениями опорно-двигательного аппарата;34;1;;2;;3;1
30;с задержкой психического развития;36;;;4;;3;2
31;с расстройствами аутистического спектра;13;1;;4;;4;1
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);5248;66;5;312;6;231;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);57;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;31;;;;;;
35;основного общего образования (из строки 12);58;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;32;;;;;;
37;среднего общего образования (из строки 22);4;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;3;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);69;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;2;;;;;;
