;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);25040;8078;12711;3859;94;89;10;199;1063;23804;1092;144
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;763;261;392;96;6;8;;;13;722;40;1
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;186;1;163;22;;;;;5;160;26;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;9;8;1;;;;;;;9;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;19340;7593;10201;1240;87;77;1;141;84;19220;88;32
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;617;244;300;73;;;;;4;580;37;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;101;47;53;1;;;;;;101;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;1615;;542;1070;;;3;;24;1539;58;18
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;888;;306;581;;;1;;13;866;18;4
10;в связи с переходом на семейное образование и самообразование;725;183;438;92;1;2;;9;6;668;35;22
11;по болезни;11;1;7;3;;;;;4;6;4;1
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;474;3;412;52;;2;5;;127;328;140;6
13;выбыло по другим причинам;1224;37;413;725;;;;49;792;455;709;60
