;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;365581;150629;73064;34387;185109;89761;38033;29843;15753;16340;3508;5206;2086;309
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;
3;6 лет;1830;1830;1043;1787;;;;;;;2;23;17;
4;7 лет;30570;30570;15087;28074;;;;;;;50;475;209;37
5;8 лет;37506;37506;18270;4197;;;;;;;94;655;290;43
6;9 лет;38482;38462;18770;248;20;6;10;;;;102;649;252;35
7;10 лет;38532;35971;17297;50;2561;1316;2381;;;;88;647;270;42
8;11 лет;38459;5448;2317;14;33011;16530;29559;;;;104;577;248;30
9;12 лет;38316;630;224;9;37686;18408;5241;;;;108;545;221;32
10;13 лет;35940;146;38;3;35794;17533;620;;;;101;521;198;34
11;14 лет;36193;41;9;1;36144;17659;134;8;6;4;127;431;163;22
12;15 лет;33835;16;6;3;32290;15548;22;1529;866;1344;280;347;125;20
13;16 лет;20374;7;1;1;5940;2240;9;14427;7820;12896;574;165;67;8
14;17 лет;13029;1;1;;1073;338;6;11955;6344;1504;450;76;22;6
15;18 лет;1236;1;1;;212;70;;1023;476;76;196;13;4;
16;19 лет;141;;;;51;13;2;90;47;33;104;2;;
17;20 лет;83;;;;13;1;1;70;29;36;78;3;;
18;21 год;94;;;;7;;;87;34;48;92;4;;
19;22 года;80;;;;8;;1;72;40;51;80;7;;
20;23 года;49;;;;15;2;1;34;10;25;49;3;;
21;24 года;60;;;;29;19;1;31;4;23;60;6;;
22;25 лет;46;;;;19;10;1;27;5;18;46;10;;
23;26 лет;56;;;;18;8;1;38;3;25;56;6;;
24;27 лет;76;;;;38;23;2;38;5;22;76;6;;
25;28 лет;95;;;;14;8;1;81;25;74;95;5;;
26;29 лет;87;;;;10;9;3;77;9;21;87;2;;
27;30–34 года;158;;;;49;12;6;109;23;61;157;16;;
28;35–39 лет;121;;;;50;8;20;71;6;38;119;7;;
29;40 лет и старше;133;;;;57;;11;76;1;41;133;5;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
