;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10, 13);Численность обучающихся по программам начального общего образования – всего;Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-го класса или 1-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам основного общего образования – всего;Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-го класса или 5-го класса первого года обучения  по пролонги- рованным программам;Численность обучающихся по программам среднего общего образования – всего;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-го класса  или 10-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам из графы 13 девочки;Численность обучающихся по программам из графы 13 обучающиеся первого года обучения;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 17) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;4143;1436;420;290;790;261;165;8;6;;1909;700;146;;5;1;
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;;;;
3;6 лет;3;2;1;2;;;;;;;1;1;1;;;;
4;7 лет;233;180;50;163;;;;;;;53;25;50;;;;
5;8 лет;440;313;84;112;;;;;;;127;53;63;;3;;
6;9 лет;480;328;104;10;1;;1;;;;151;50;22;;;;
7;10 лет;528;338;105;3;;;;;;;190;72;3;;2;1;
8;11 лет;458;219;59;;58;24;54;;;;181;74;2;;;;
9;12 лет;373;48;16;;127;39;76;;;;198;70;4;;;;
10;13 лет;417;8;1;;179;53;31;;;;230;75;1;;;;
11;14 лет;372;;;;147;44;3;;;;225;77;;;;;
12;15 лет;364;;;;165;63;;;;;199;68;;;;;
13;16 лет;243;;;;91;31;;;;;152;62;;;;;
14;17 лет;129;;;;17;6;;;;;112;43;;;;;
15;18 лет;51;;;;5;1;;2;2;;44;20;;;;;
16;19 лет;15;;;;;;;3;2;;12;4;;;;;
17;20 лет;10;;;;;;;3;2;;7;4;;;;;
18;21 год;1;;;;;;;;;;1;;;;;;
19;22 года;2;;;;;;;;;;2;;;;;;
20;23 года;1;;;;;;;;;;1;1;;;;;
21;24 года;1;;;;;;;;;;1;;;;;;
22;25 лет;;;;;;;;;;;;;;;;;
23;26 лет;;;;;;;;;;;;;;;;;
24;27 лет;1;;;;;;;;;;1;1;;;;;
25;28 лет;1;;;;;;;;;;1;;;;;;
26;29 лет;;;;;;;;;;;;;;;;;
27;30–34 года;3;;;;;;;;;;3;;;;;;
28;35–39 лет;5;;;;;;;;;;5;;;;;;
29;40 лет и старше;12;;;;;;;;;;12;;;;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
